AuditID,SchemaName,TableName,RecordID,ActionType,OldValues,NewValues,ChangedBy,ChangedAt
155,"Franchise","RevenueShareSettlement","78","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9261827"
156,"Franchise","RevenueShareSettlement","78","SETTLEMENT",,"222365883.9000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9261827"
157,"Franchise","RevenueShareSettlement","79","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9342924"
158,"Franchise","RevenueShareSettlement","79","SETTLEMENT",,"48912440.0500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9342924"
159,"Franchise","RevenueShareSettlement","80","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9403559"
160,"Franchise","RevenueShareSettlement","80","SETTLEMENT",,"47828225.8500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9403559"
161,"Franchise","RevenueShareSettlement","81","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9454755"
162,"Franchise","RevenueShareSettlement","81","SETTLEMENT",,"43003023.4500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9454755"
163,"Franchise","RevenueShareSettlement","82","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9507351"
164,"Franchise","RevenueShareSettlement","82","SETTLEMENT",,"54314645.0500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9517349"
165,"Franchise","RevenueShareSettlement","83","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9589409"
166,"Franchise","RevenueShareSettlement","83","SETTLEMENT",,"86988794.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9600308"
167,"Franchise","RevenueShareSettlement","84","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9668311"
168,"Franchise","RevenueShareSettlement","84","SETTLEMENT",,"58694118.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9678458"
169,"Franchise","RevenueShareSettlement","85","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9755657"
170,"Franchise","RevenueShareSettlement","85","SETTLEMENT",,"91833142.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9755657"
171,"Franchise","RevenueShareSettlement","86","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9811071"
172,"Franchise","RevenueShareSettlement","86","SETTLEMENT",,"57053082.1000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9823342"
173,"Franchise","RevenueShareSettlement","87","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9873645"
174,"Franchise","RevenueShareSettlement","87","SETTLEMENT",,"74331276.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9873645"
175,"Franchise","RevenueShareSettlement","88","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9953914"
176,"Franchise","RevenueShareSettlement","88","SETTLEMENT",,"77797215.8000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:56.9953914"
177,"Franchise","RevenueShareSettlement","89","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0011594"
178,"Franchise","RevenueShareSettlement","89","SETTLEMENT",,"76354804.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0011594"
179,"Franchise","RevenueShareSettlement","90","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0100826"
