TicketID,TicketCode,StationID,PointID,ErrorID,CreatedBy,AssignedTo,Priority,TicketStatus,Title,Description,OpenedAt,ClosedAt
37,"MT-00037",39,38,37,9,9,"Low","Closed","Xu ly su co ERR-00037","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-13T22:27:39.3645313","2025-07-15T15:27:39.3645313"
38,"MT-00038",42,39,38,9,9,"Low","Closed","Xu ly su co ERR-00038","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-24T22:27:39.3645313","2025-07-26T16:27:39.3645313"
39,"MT-00039",42,40,39,9,9,"Medium","Closed","Xu ly su co ERR-00039","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-04T22:27:39.3645313","2025-08-06T17:27:39.3645313"
40,"MT-00040",44,41,40,9,9,"Low","Closed","Xu ly su co ERR-00040","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-15T22:27:39.3645313","2025-08-17T18:27:39.3645313"
41,"MT-00041",44,42,41,9,9,"Low","Closed","Xu ly su co ERR-00041","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-26T22:27:39.3645313","2025-08-28T19:27:39.3645313"
42,"MT-00042",46,43,42,9,9,"High","Closed","Xu ly su co ERR-00042","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-06T22:27:39.3645313","2025-09-08T20:27:39.3645313"
43,"MT-00043",46,44,43,9,9,"Low","Closed","Xu ly su co ERR-00043","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-17T22:27:39.3645313","2025-09-19T21:27:39.3645313"
44,"MT-00044",50,45,44,9,9,"Low","Closed","Xu ly su co ERR-00044","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-28T22:27:39.3645313","2025-09-30T22:27:39.3645313"
45,"MT-00045",50,46,45,9,9,"Medium","InProgress","Xu ly su co ERR-00045","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-09T22:27:39.3645313",
46,"MT-00046",52,47,46,9,9,"Low","Closed","Xu ly su co ERR-00046","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-20T22:27:39.3645313","2025-10-23T00:27:39.3645313"
47,"MT-00047",52,48,47,9,9,"Low","Closed","Xu ly su co ERR-00047","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-31T22:27:39.3645313","2025-11-03T01:27:39.3645313"
48,"MT-00048",55,49,48,9,9,"Medium","Closed","Xu ly su co ERR-00048","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-11T22:27:39.3645313","2025-11-12T02:27:39.3645313"
49,"MT-00049",55,50,49,9,9,"High","Closed","Xu ly su co ERR-00049","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-22T22:27:39.3645313","2025-11-23T03:27:39.3645313"
50,"MT-00050",57,51,50,9,9,"Low","Closed","Xu ly su co ERR-00050","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-03T22:27:39.3645313","2025-12-04T04:27:39.3645313"
51,"MT-00051",57,52,51,9,9,"Critical","Closed","Xu ly su co ERR-00051","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-14T22:27:39.3645313","2025-12-15T05:27:39.3645313"
52,"MT-00052",60,53,52,9,9,"Low","Closed","Xu ly su co ERR-00052","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-25T22:27:39.3645313","2025-12-26T06:27:39.3645313"
53,"MT-00053",60,54,53,9,9,"Low","Closed","Xu ly su co ERR-00053","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-05T22:27:39.3645313","2026-01-06T07:27:39.3645313"
54,"MT-00054",62,55,54,9,9,"Medium","InProgress","Xu ly su co ERR-00054","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-16T22:27:39.3645313",
55,"MT-00055",62,56,55,9,9,"Low","Closed","Xu ly su co ERR-00055","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-27T22:27:39.3645313","2026-01-28T09:27:39.3645313"
56,"MT-00056",65,57,56,9,9,"High","Closed","Xu ly su co ERR-00056","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-07T22:27:39.3645313","2026-02-08T10:27:39.3645313"
57,"MT-00057",65,58,57,9,9,"Medium","Closed","Xu ly su co ERR-00057","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-18T22:27:39.3645313","2026-02-19T11:27:39.3645313"
58,"MT-00058",67,59,58,9,9,"Low","Closed","Xu ly su co ERR-00058","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-01T22:27:39.3645313","2026-03-02T12:27:39.3645313"
59,"MT-00059",67,60,59,9,9,"Low","Closed","Xu ly su co ERR-00059","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-12T22:27:39.3645313","2026-03-13T13:27:39.3645313"
60,"MT-00060",70,61,60,9,9,"Medium","Closed","Xu ly su co ERR-00060","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-23T22:27:39.3645313","2026-03-24T14:27:39.3645313"
61,"MT-00061",70,62,61,9,9,"Low","Closed","Xu ly su co ERR-00061","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-04-03T22:27:39.3645313","2026-04-04T15:27:39.3645313"
62,"MT-00062",73,63,62,9,9,"Low","Closed","Xu ly su co ERR-00062","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-04-14T22:27:39.3645313","2026-04-15T16:27:39.3645313"
63,"MT-00063",73,64,63,9,9,"High","InProgress","Xu ly su co ERR-00063","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-04-25T22:27:39.3645313",
64,"MT-00064",75,65,64,9,9,"Low","Closed","Xu ly su co ERR-00064","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-05-06T22:27:39.3645313","2026-05-07T18:27:39.3645313"
65,"MT-00065",75,66,65,9,9,"Low","Closed","Xu ly su co ERR-00065","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-05-17T22:27:39.3645313","2026-05-18T19:27:39.3645313"
66,"MT-00066",76,67,66,9,9,"Medium","Closed","Xu ly su co ERR-00066","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-05-28T22:27:39.3645313","2026-05-29T20:27:39.3645313"
67,"MT-00067",76,68,67,9,9,"Low","Closed","Xu ly su co ERR-00067","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-06-08T22:27:39.3645313","2024-06-09T21:27:39.3645313"
68,"MT-00068",78,69,68,9,9,"Critical","Closed","Xu ly su co ERR-00068","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-06-19T22:27:39.3645313","2024-06-20T22:27:39.3645313"
69,"MT-00069",78,70,69,9,9,"Medium","Closed","Xu ly su co ERR-00069","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-06-30T22:27:39.3645313","2024-07-01T23:27:39.3645313"
70,"MT-00070",81,71,70,9,9,"High","Closed","Xu ly su co ERR-00070","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-07-11T22:27:39.3645313","2024-07-13T00:27:39.3645313"
71,"MT-00071",81,72,71,9,9,"Low","Closed","Xu ly su co ERR-00071","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-07-22T22:27:39.3645313","2024-07-24T01:27:39.3645313"
72,"MT-00072",83,73,72,9,9,"Medium","InProgress","Xu ly su co ERR-00072","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-08-02T22:27:39.3645313",
73,"MT-00073",83,74,73,9,9,"Low","Closed","Xu ly su co ERR-00073","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-08-13T22:27:39.3645313","2024-08-15T03:27:39.3645313"
74,"MT-00074",85,75,74,9,9,"Low","Closed","Xu ly su co ERR-00074","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-08-24T22:27:39.3645313","2024-08-26T04:27:39.3645313"
75,"MT-00075",85,76,75,9,9,"Medium","Closed","Xu ly su co ERR-00075","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-09-04T22:27:39.3645313","2024-09-06T05:27:39.3645313"
76,"MT-00076",87,77,76,9,9,"Low","Closed","Xu ly su co ERR-00076","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-09-15T22:27:39.3645313","2024-09-17T06:27:39.3645313"
77,"MT-00077",87,78,77,9,9,"High","Closed","Xu ly su co ERR-00077","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-09-26T22:27:39.3645313","2024-09-28T07:27:39.3645313"
78,"MT-00078",91,79,78,9,9,"Medium","Closed","Xu ly su co ERR-00078","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-10-07T22:27:39.3645313","2024-10-09T08:27:39.3645313"
79,"MT-00079",91,80,79,9,9,"Low","Closed","Xu ly su co ERR-00079","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-10-18T22:27:39.3645313","2024-10-20T09:27:39.3645313"
80,"MT-00080",93,81,80,9,9,"Low","Closed","Xu ly su co ERR-00080","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-10-29T22:27:39.3645313","2024-10-31T10:27:39.3645313"
81,"MT-00081",93,82,81,9,9,"Medium","InProgress","Xu ly su co ERR-00081","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-11-09T22:27:39.3645313",
82,"MT-00082",95,83,82,9,9,"Low","Closed","Xu ly su co ERR-00082","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-11-20T22:27:39.3645313","2024-11-22T12:27:39.3645313"
83,"MT-00083",95,84,83,9,9,"Low","Closed","Xu ly su co ERR-00083","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-12-01T22:27:39.3645313","2024-12-03T13:27:39.3645313"
84,"MT-00084",97,85,84,9,9,"High","Closed","Xu ly su co ERR-00084","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-12-12T22:27:39.3645313","2024-12-14T14:27:39.3645313"
85,"MT-00085",97,86,85,9,9,"Critical","Closed","Xu ly su co ERR-00085","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-12-23T22:27:39.3645313","2024-12-25T15:27:39.3645313"
86,"MT-00086",99,87,86,9,9,"Low","Closed","Xu ly su co ERR-00086","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-01-03T22:27:39.3645313","2025-01-05T16:27:39.3645313"
87,"MT-00087",99,88,87,9,9,"Medium","Closed","Xu ly su co ERR-00087","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-01-14T22:27:39.3645313","2025-01-16T17:27:39.3645313"
88,"MT-00088",100,89,88,9,9,"Low","Closed","Xu ly su co ERR-00088","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-01-25T22:27:39.3645313","2025-01-27T18:27:39.3645313"
89,"MT-00089",100,90,89,9,9,"Low","Closed","Xu ly su co ERR-00089","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-02-05T22:27:39.3645313","2025-02-07T19:27:39.3645313"
90,"MT-00090",100,91,90,9,9,"Medium","InProgress","Xu ly su co ERR-00090","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-02-16T22:27:39.3645313",
91,"MT-00091",96,92,91,9,9,"High","Closed","Xu ly su co ERR-00091","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-02-27T22:27:39.3645313","2025-03-01T21:27:39.3645313"
92,"MT-00092",96,93,92,9,9,"Low","Closed","Xu ly su co ERR-00092","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-03-10T22:27:39.3645313","2025-03-12T22:27:39.3645313"
93,"MT-00093",96,94,93,9,9,"Medium","Closed","Xu ly su co ERR-00093","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-03-21T22:27:39.3645313","2025-03-23T23:27:39.3645313"
94,"MT-00094",94,95,94,9,9,"Low","Closed","Xu ly su co ERR-00094","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-04-01T22:27:39.3645313","2025-04-04T00:27:39.3645313"
95,"MT-00095",94,96,95,9,9,"Low","Closed","Xu ly su co ERR-00095","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-04-12T22:27:39.3645313","2025-04-15T01:27:39.3645313"
96,"MT-00096",94,97,96,9,9,"Medium","Closed","Xu ly su co ERR-00096","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-04-23T22:27:39.3645313","2025-04-24T02:27:39.3645313"
97,"MT-00097",92,98,97,9,9,"Low","Closed","Xu ly su co ERR-00097","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-05-04T22:27:39.3645313","2025-05-05T03:27:39.3645313"
98,"MT-00098",92,99,98,9,9,"High","Closed","Xu ly su co ERR-00098","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-05-15T22:27:39.3645313","2025-05-16T04:27:39.3645313"
99,"MT-00099",92,100,99,9,9,"Medium","InProgress","Xu ly su co ERR-00099","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-05-26T22:27:39.3645313",
100,"MT-00100",69,101,100,9,9,"Low","Closed","Xu ly su co ERR-00100","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-06-06T22:27:39.3645313","2025-06-07T06:27:39.3645313"
101,"MT-00101",69,102,101,9,9,"Low","Closed","Xu ly su co ERR-00101","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-06-17T22:27:39.3645313","2025-06-18T07:27:39.3645313"
102,"MT-00102",69,103,102,9,9,"Critical","Closed","Xu ly su co ERR-00102","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-06-28T22:27:39.3645313","2025-06-29T08:27:39.3645313"
103,"MT-00103",90,104,103,9,9,"Low","Closed","Xu ly su co ERR-00103","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-09T22:27:39.3645313","2025-07-10T09:27:39.3645313"
104,"MT-00104",90,105,104,9,9,"Low","Closed","Xu ly su co ERR-00104","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-20T22:27:39.3645313","2025-07-21T10:27:39.3645313"
105,"MT-00105",90,106,105,9,9,"High","Closed","Xu ly su co ERR-00105","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-31T22:27:39.3645313","2025-08-01T11:27:39.3645313"
106,"MT-00106",88,107,106,9,9,"Low","Closed","Xu ly su co ERR-00106","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-11T22:27:39.3645313","2025-08-12T12:27:39.3645313"
107,"MT-00107",88,108,107,9,9,"Low","Closed","Xu ly su co ERR-00107","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-22T22:27:39.3645313","2025-08-23T13:27:39.3645313"
108,"MT-00108",88,109,108,9,9,"Medium","InProgress","Xu ly su co ERR-00108","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-02T22:27:39.3645313",
109,"MT-00109",86,110,109,9,9,"Low","Closed","Xu ly su co ERR-00109","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-13T22:27:39.3645313","2025-09-14T15:27:39.3645313"
110,"MT-00110",86,111,110,9,9,"Low","Closed","Xu ly su co ERR-00110","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-24T22:27:39.3645313","2025-09-25T16:27:39.3645313"
111,"MT-00111",86,112,111,9,9,"Medium","Closed","Xu ly su co ERR-00111","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-05T22:27:39.3645313","2025-10-06T17:27:39.3645313"
112,"MT-00112",84,113,112,9,9,"High","Closed","Xu ly su co ERR-00112","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-16T22:27:39.3645313","2025-10-17T18:27:39.3645313"
113,"MT-00113",84,114,113,9,9,"Low","Closed","Xu ly su co ERR-00113","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-27T22:27:39.3645313","2025-10-28T19:27:39.3645313"
114,"MT-00114",84,115,114,9,9,"Medium","Closed","Xu ly su co ERR-00114","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-07T22:27:39.3645313","2025-11-08T20:27:39.3645313"
115,"MT-00115",82,116,115,9,9,"Low","Closed","Xu ly su co ERR-00115","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-18T22:27:39.3645313","2025-11-19T21:27:39.3645313"
116,"MT-00116",82,117,116,9,9,"Low","Closed","Xu ly su co ERR-00116","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-29T22:27:39.3645313","2025-11-30T22:27:39.3645313"
117,"MT-00117",82,118,117,9,9,"Medium","InProgress","Xu ly su co ERR-00117","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-10T22:27:39.3645313",
118,"MT-00118",79,119,118,9,9,"Low","Closed","Xu ly su co ERR-00118","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-21T22:27:39.3645313","2025-12-23T00:27:39.3645313"
119,"MT-00119",79,120,119,9,9,"Critical","Closed","Xu ly su co ERR-00119","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-01T22:27:39.3645313","2026-01-03T01:27:39.3645313"
120,"MT-00120",79,121,120,9,9,"Medium","Closed","Xu ly su co ERR-00120","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-12T22:27:39.3645313","2026-01-14T02:27:39.3645313"
121,"MT-00121",77,122,121,9,9,"Low","Closed","Xu ly su co ERR-00121","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-23T22:27:39.3645313","2026-01-25T03:27:39.3645313"
122,"MT-00122",77,123,122,9,9,"Low","Closed","Xu ly su co ERR-00122","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-03T22:27:39.3645313","2026-02-05T04:27:39.3645313"
123,"MT-00123",77,124,123,9,9,"Medium","Closed","Xu ly su co ERR-00123","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-14T22:27:39.3645313","2026-02-16T05:27:39.3645313"
124,"MT-00124",71,125,124,9,9,"Low","Closed","Xu ly su co ERR-00124","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-25T22:27:39.3645313","2026-02-27T06:27:39.3645313"
125,"MT-00125",71,126,125,9,9,"Low","Closed","Xu ly su co ERR-00125","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-08T22:27:39.3645313","2026-03-10T07:27:39.3645313"
126,"MT-00126",71,127,126,9,9,"High","InProgress","Xu ly su co ERR-00126","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-19T22:27:39.3645313",
