BookingID,BookingCode,UserID,VehicleID,StationID,PointID,BookedFrom,BookedTo,BookingStatus,CreatedAt,UpdatedAt
81,"BKG-00002119",170,119,52,48,"2024-06-17T16:55:00.0000000","2024-06-17T18:36:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:16:00.0000000"
82,"BKG-00002122",173,122,55,49,"2024-06-17T16:55:00.0000000","2024-06-17T18:45:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:25:00.0000000"
83,"BKG-00002147",198,147,67,59,"2024-06-17T16:55:00.0000000","2024-06-17T18:58:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:38:00.0000000"
84,"BKG-00002157",208,157,73,63,"2024-06-17T16:55:00.0000000","2024-06-17T19:16:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:56:00.0000000"
85,"BKG-00002167",218,167,76,67,"2024-06-17T16:55:00.0000000","2024-06-17T18:23:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:03:00.0000000"
86,"BKG-00002204",255,204,93,82,"2024-06-17T16:55:00.0000000","2024-06-17T19:19:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:59:00.0000000"
87,"BKG-00002207",258,207,95,83,"2024-06-17T16:55:00.0000000","2024-06-17T18:24:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:04:00.0000000"
88,"BKG-00002212",263,212,97,85,"2024-06-17T16:55:00.0000000","2024-06-17T19:05:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:45:00.0000000"
89,"BKG-00002227",278,227,100,91,"2024-06-17T16:55:00.0000000","2024-06-17T19:00:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:40:00.0000000"
90,"BKG-00002232",283,232,96,93,"2024-06-17T16:55:00.0000000","2024-06-17T18:30:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:10:00.0000000"
91,"BKG-00002242",293,242,94,97,"2024-06-17T16:55:00.0000000","2024-06-17T18:48:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:28:00.0000000"
92,"BKG-00002244",295,244,92,98,"2024-06-17T16:55:00.0000000","2024-06-17T19:20:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:00:00.0000000"
93,"BKG-00002259",310,259,90,104,"2024-06-17T16:55:00.0000000","2024-06-17T19:15:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:55:00.0000000"
94,"BKG-00002269",320,269,88,108,"2024-06-17T16:55:00.0000000","2024-06-17T18:22:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:02:00.0000000"
95,"BKG-00002274",325,274,86,110,"2024-06-17T16:55:00.0000000","2024-06-17T19:03:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:43:00.0000000"
96,"BKG-00002287",338,287,84,115,"2024-06-17T16:55:00.0000000","2024-06-17T18:26:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:06:00.0000000"
97,"BKG-00002299",350,299,79,120,"2024-06-17T16:55:00.0000000","2024-06-17T19:16:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:56:00.0000000"
98,"BKG-00002304",355,304,77,122,"2024-06-17T16:55:00.0000000","2024-06-17T18:46:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:26:00.0000000"
99,"BKG-00002307",358,307,77,123,"2024-06-17T16:55:00.0000000","2024-06-17T19:02:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:42:00.0000000"
100,"BKG-00002309",360,309,77,124,"2024-06-17T16:55:00.0000000","2024-06-17T18:23:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:03:00.0000000"
101,"BKG-00002312",363,312,71,125,"2024-06-17T16:55:00.0000000","2024-06-17T18:32:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:12:00.0000000"
102,"BKG-00002314",365,314,71,126,"2024-06-17T16:55:00.0000000","2024-06-17T19:04:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:44:00.0000000"
103,"BKG-00002319",370,319,72,128,"2024-06-17T16:55:00.0000000","2024-06-17T18:41:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:21:00.0000000"
104,"BKG-00002339",390,339,63,136,"2024-06-17T16:55:00.0000000","2024-06-17T19:17:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:57:00.0000000"
105,"BKG-00002342",393,342,64,137,"2024-06-17T16:55:00.0000000","2024-06-17T18:15:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T17:55:00.0000000"
106,"BKG-00002347",398,347,64,139,"2024-06-17T16:55:00.0000000","2024-06-17T19:03:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:43:00.0000000"
107,"BKG-00002364",415,364,56,146,"2024-06-17T16:55:00.0000000","2024-06-17T20:15:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:55:00.0000000"
108,"BKG-00002367",418,367,56,147,"2024-06-17T16:55:00.0000000","2024-06-17T18:40:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:20:00.0000000"
109,"BKG-00002374",425,374,49,150,"2024-06-17T16:55:00.0000000","2024-06-17T19:13:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:53:00.0000000"
110,"BKG-00002377",428,377,49,151,"2024-06-17T16:55:00.0000000","2024-06-17T19:29:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:09:00.0000000"
111,"BKG-00002389",440,389,51,156,"2024-06-17T16:55:00.0000000","2024-06-17T18:59:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:39:00.0000000"
112,"BKG-00002402",453,402,45,161,"2024-06-17T16:55:00.0000000","2024-06-17T19:17:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:57:00.0000000"
113,"BKG-00002404",455,404,45,162,"2024-06-17T16:55:00.0000000","2024-06-17T19:49:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:29:00.0000000"
114,"BKG-00002422",473,422,40,169,"2024-06-17T16:55:00.0000000","2024-06-17T19:04:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:44:00.0000000"
115,"BKG-00002427",478,427,41,171,"2024-06-17T16:55:00.0000000","2024-06-17T19:52:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:32:00.0000000"
116,"BKG-00002429",480,429,41,172,"2024-06-17T16:55:00.0000000","2024-06-17T18:33:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:13:00.0000000"
117,"BKG-00002439",490,439,33,176,"2024-06-17T16:55:00.0000000","2024-06-17T19:22:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:02:00.0000000"
118,"BKG-00002442",493,442,33,177,"2024-06-17T16:55:00.0000000","2024-06-17T18:51:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T18:31:00.0000000"
119,"BKG-00002447",498,447,31,179,"2024-06-17T16:55:00.0000000","2024-06-17T19:39:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:19:00.0000000"
120,"BKG-00002454",505,454,9,182,"2024-06-17T16:55:00.0000000","2024-06-17T20:12:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:52:00.0000000"
121,"BKG-00002469",520,469,27,188,"2024-06-17T16:55:00.0000000","2024-06-17T19:58:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:38:00.0000000"
122,"BKG-00002497",548,497,19,199,"2024-06-17T16:55:00.0000000","2024-06-17T20:02:00.0000000","Completed","2024-06-17T15:15:00.0000000","2024-06-17T19:42:00.0000000"
123,"BKG-00002001",52,1,1,1,"2024-06-17T21:55:00.0000000","2024-06-17T23:35:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:15:00.0000000"
124,"BKG-00002006",57,6,1,2,"2024-06-17T21:55:00.0000000","2024-06-17T23:09:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T22:49:00.0000000"
125,"BKG-00002011",62,11,3,3,"2024-06-17T21:55:00.0000000","2024-06-17T23:11:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T22:51:00.0000000"
126,"BKG-00002016",67,16,3,4,"2024-06-17T21:55:00.0000000","2024-06-17T23:31:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:11:00.0000000"
127,"BKG-00002051",102,51,12,11,"2024-06-17T21:55:00.0000000","2024-06-17T23:07:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T22:47:00.0000000"
128,"BKG-00002086",137,86,18,18,"2024-06-17T21:55:00.0000000","2024-06-17T23:01:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T22:41:00.0000000"
129,"BKG-00002091",142,91,21,19,"2024-06-17T21:55:00.0000000","2024-06-17T23:03:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T22:43:00.0000000"
130,"BKG-00002131",182,131,30,27,"2024-06-17T21:55:00.0000000","2024-06-17T23:15:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T22:55:00.0000000"
131,"BKG-00002146",197,146,32,30,"2024-06-17T21:55:00.0000000","2024-06-18T00:14:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:54:00.0000000"
132,"BKG-00002151",202,151,34,31,"2024-06-17T21:55:00.0000000","2024-06-17T23:51:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:31:00.0000000"
133,"BKG-00002181",232,181,39,37,"2024-06-17T21:55:00.0000000","2024-06-17T23:34:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:14:00.0000000"
134,"BKG-00002186",237,186,39,38,"2024-06-17T21:55:00.0000000","2024-06-18T00:15:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:55:00.0000000"
135,"BKG-00002191",242,191,42,39,"2024-06-17T21:55:00.0000000","2024-06-17T23:52:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:32:00.0000000"
136,"BKG-00002241",292,241,55,49,"2024-06-17T21:55:00.0000000","2024-06-18T00:11:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:51:00.0000000"
137,"BKG-00002246",297,246,55,50,"2024-06-17T21:55:00.0000000","2024-06-17T23:41:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:21:00.0000000"
138,"BKG-00002256",307,256,57,52,"2024-06-17T21:55:00.0000000","2024-06-17T23:59:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:39:00.0000000"
139,"BKG-00002261",312,261,60,53,"2024-06-17T21:55:00.0000000","2024-06-17T23:36:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:16:00.0000000"
140,"BKG-00002271",322,271,62,55,"2024-06-17T21:55:00.0000000","2024-06-17T23:54:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:34:00.0000000"
141,"BKG-00002311",362,311,73,63,"2024-06-17T21:55:00.0000000","2024-06-17T23:55:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:35:00.0000000"
142,"BKG-00002316",367,316,73,64,"2024-06-17T21:55:00.0000000","2024-06-17T23:25:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:05:00.0000000"
143,"BKG-00002321",372,321,75,65,"2024-06-17T21:55:00.0000000","2024-06-18T00:13:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:53:00.0000000"
144,"BKG-00002326",377,326,75,66,"2024-06-17T21:55:00.0000000","2024-06-17T23:43:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:23:00.0000000"
145,"BKG-00002331",382,331,76,67,"2024-06-17T21:55:00.0000000","2024-06-17T23:20:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:00:00.0000000"
146,"BKG-00002356",407,356,81,72,"2024-06-17T21:55:00.0000000","2024-06-18T00:58:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-18T00:38:00.0000000"
147,"BKG-00002361",412,361,83,73,"2024-06-17T21:55:00.0000000","2024-06-17T23:55:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:35:00.0000000"
148,"BKG-00002366",417,366,83,74,"2024-06-17T21:55:00.0000000","2024-06-17T23:56:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:36:00.0000000"
149,"BKG-00002381",432,381,87,77,"2024-06-17T21:55:00.0000000","2024-06-17T23:42:00.0000000","Completed","2024-06-17T20:15:00.0000000","2024-06-17T23:22:00.0000000"
