VehicleID,UserID,PlateNumber,Brand,Model,BatteryCapacityKWh,PreferredConnectorTypeID,IsActive,CreatedAt
30,81,"51E-10030","VinFast","VF e34",42.00,1,1,"2024-01-03T01:00:00.0000000"
31,82,"30E-10031","VinFast","VF 8",82.00,1,1,"2024-01-04T01:00:00.0000000"
32,83,"43E-10032","VinFast","VF 9",92.00,1,1,"2024-01-05T01:00:00.0000000"
33,84,"61E-10033","Tesla","Model 3",75.00,1,1,"2024-01-06T01:00:00.0000000"
34,85,"15E-10034","Hyundai","Ioniq 5",72.60,1,1,"2024-01-07T01:00:00.0000000"
35,86,"60E-10035","Kia","EV6",77.40,1,1,"2024-01-08T01:00:00.0000000"
36,87,"65E-10036","BYD","Atto 3",60.50,3,1,"2024-01-09T01:00:00.0000000"
37,88,"72E-10037","MG","MG4 Electric",64.00,3,1,"2024-01-10T01:00:00.0000000"
38,89,"79E-10038","Porsche","Taycan",93.40,1,1,"2024-01-11T01:00:00.0000000"
39,90,"29E-10039","Volvo","XC40 Recharge",78.00,1,1,"2024-01-12T01:00:00.0000000"
40,91,"51E-10040","VinFast","VF e34",42.00,1,1,"2024-01-13T01:00:00.0000000"
41,92,"30E-10041","VinFast","VF 8",82.00,1,1,"2024-01-14T01:00:00.0000000"
42,93,"43E-10042","VinFast","VF 9",92.00,1,1,"2024-01-15T01:00:00.0000000"
43,94,"61E-10043","Tesla","Model 3",75.00,1,1,"2024-01-16T01:00:00.0000000"
44,95,"15E-10044","Hyundai","Ioniq 5",72.60,1,1,"2024-01-17T01:00:00.0000000"
45,96,"60E-10045","Kia","EV6",77.40,3,1,"2024-01-18T01:00:00.0000000"
46,97,"65E-10046","BYD","Atto 3",60.50,3,1,"2024-01-19T01:00:00.0000000"
47,98,"72E-10047","MG","MG4 Electric",64.00,1,1,"2024-01-20T01:00:00.0000000"
48,99,"79E-10048","Porsche","Taycan",93.40,1,1,"2024-01-21T01:00:00.0000000"
49,100,"29E-10049","Volvo","XC40 Recharge",78.00,1,1,"2024-01-22T01:00:00.0000000"
50,101,"51E-10050","VinFast","VF e34",42.00,1,1,"2024-01-23T01:00:00.0000000"
51,102,"30E-10051","VinFast","VF 8",82.00,1,1,"2024-01-24T01:00:00.0000000"
52,103,"43E-10052","VinFast","VF 9",92.00,1,1,"2024-01-25T01:00:00.0000000"
53,104,"61E-10053","Tesla","Model 3",75.00,1,1,"2024-01-26T01:00:00.0000000"
54,105,"15E-10054","Hyundai","Ioniq 5",72.60,3,1,"2024-01-27T01:00:00.0000000"
55,106,"60E-10055","Kia","EV6",77.40,3,1,"2024-01-28T01:00:00.0000000"
56,107,"65E-10056","BYD","Atto 3",60.50,1,1,"2024-01-29T01:00:00.0000000"
57,108,"72E-10057","MG","MG4 Electric",64.00,1,1,"2024-01-30T01:00:00.0000000"
58,109,"79E-10058","Porsche","Taycan",93.40,1,1,"2024-01-31T01:00:00.0000000"
59,110,"29E-10059","Volvo","XC40 Recharge",78.00,1,1,"2024-02-01T01:00:00.0000000"
60,111,"51E-10060","VinFast","VF e34",42.00,1,1,"2024-02-02T01:00:00.0000000"
61,112,"30E-10061","VinFast","VF 8",82.00,1,1,"2024-02-03T01:00:00.0000000"
62,113,"43E-10062","VinFast","VF 9",92.00,1,1,"2024-02-04T01:00:00.0000000"
63,114,"61E-10063","Tesla","Model 3",75.00,3,1,"2024-02-05T01:00:00.0000000"
64,115,"15E-10064","Hyundai","Ioniq 5",72.60,3,1,"2024-02-06T01:00:00.0000000"
65,116,"60E-10065","Kia","EV6",77.40,1,1,"2024-02-07T01:00:00.0000000"
66,117,"65E-10066","BYD","Atto 3",60.50,1,1,"2024-02-08T01:00:00.0000000"
67,118,"72E-10067","MG","MG4 Electric",64.00,1,1,"2024-02-09T01:00:00.0000000"
68,119,"79E-10068","Porsche","Taycan",93.40,1,1,"2024-02-10T01:00:00.0000000"
69,120,"29E-10069","Volvo","XC40 Recharge",78.00,1,1,"2024-02-11T01:00:00.0000000"
70,121,"51E-10070","VinFast","VF e34",42.00,1,1,"2024-02-12T01:00:00.0000000"
71,122,"30E-10071","VinFast","VF 8",82.00,1,1,"2024-02-13T01:00:00.0000000"
72,123,"43E-10072","VinFast","VF 9",92.00,3,1,"2024-02-14T01:00:00.0000000"
73,124,"61E-10073","Tesla","Model 3",75.00,3,1,"2024-02-15T01:00:00.0000000"
74,125,"15E-10074","Hyundai","Ioniq 5",72.60,1,1,"2024-02-16T01:00:00.0000000"
75,126,"60E-10075","Kia","EV6",77.40,1,1,"2024-02-17T01:00:00.0000000"
76,127,"65E-10076","BYD","Atto 3",60.50,1,1,"2024-02-18T01:00:00.0000000"
77,128,"72E-10077","MG","MG4 Electric",64.00,1,1,"2024-02-19T01:00:00.0000000"
78,129,"79E-10078","Porsche","Taycan",93.40,1,1,"2024-02-20T01:00:00.0000000"
79,130,"29E-10079","Volvo","XC40 Recharge",78.00,1,1,"2024-02-21T01:00:00.0000000"
80,131,"51E-10080","VinFast","VF e34",42.00,1,1,"2024-02-22T01:00:00.0000000"
81,132,"30E-10081","VinFast","VF 8",82.00,3,1,"2024-02-23T01:00:00.0000000"
82,133,"43E-10082","VinFast","VF 9",92.00,3,1,"2024-02-24T01:00:00.0000000"
83,134,"61E-10083","Tesla","Model 3",75.00,1,1,"2024-02-25T01:00:00.0000000"
84,135,"15E-10084","Hyundai","Ioniq 5",72.60,1,1,"2024-02-26T01:00:00.0000000"
85,136,"60E-10085","Kia","EV6",77.40,1,1,"2024-02-27T01:00:00.0000000"
86,137,"65E-10086","BYD","Atto 3",60.50,1,1,"2024-02-28T01:00:00.0000000"
87,138,"72E-10087","MG","MG4 Electric",64.00,1,1,"2024-02-29T01:00:00.0000000"
88,139,"79E-10088","Porsche","Taycan",93.40,1,1,"2024-03-01T01:00:00.0000000"
89,140,"29E-10089","Volvo","XC40 Recharge",78.00,1,1,"2024-03-02T01:00:00.0000000"
90,141,"51E-10090","VinFast","VF e34",42.00,3,1,"2024-03-03T01:00:00.0000000"
91,142,"30E-10091","VinFast","VF 8",82.00,3,1,"2024-03-04T01:00:00.0000000"
92,143,"43E-10092","VinFast","VF 9",92.00,1,1,"2024-03-05T01:00:00.0000000"
93,144,"61E-10093","Tesla","Model 3",75.00,1,1,"2024-03-06T01:00:00.0000000"
94,145,"15E-10094","Hyundai","Ioniq 5",72.60,1,1,"2024-03-07T01:00:00.0000000"
95,146,"60E-10095","Kia","EV6",77.40,1,1,"2024-03-08T01:00:00.0000000"
96,147,"65E-10096","BYD","Atto 3",60.50,1,1,"2024-03-09T01:00:00.0000000"
97,148,"72E-10097","MG","MG4 Electric",64.00,1,1,"2024-03-10T01:00:00.0000000"
98,149,"79E-10098","Porsche","Taycan",93.40,1,1,"2024-03-11T01:00:00.0000000"
99,150,"29E-10099","Volvo","XC40 Recharge",78.00,3,1,"2024-03-12T01:00:00.0000000"
100,151,"51E-10100","VinFast","VF e34",42.00,3,1,"2024-03-13T01:00:00.0000000"
101,152,"30E-10101","VinFast","VF 8",82.00,1,1,"2024-03-14T01:00:00.0000000"
102,153,"43E-10102","VinFast","VF 9",92.00,1,1,"2024-03-15T01:00:00.0000000"
103,154,"61E-10103","Tesla","Model 3",75.00,1,1,"2024-03-16T01:00:00.0000000"
104,155,"15E-10104","Hyundai","Ioniq 5",72.60,1,1,"2024-03-17T01:00:00.0000000"
105,156,"60E-10105","Kia","EV6",77.40,1,1,"2024-03-18T01:00:00.0000000"
106,157,"65E-10106","BYD","Atto 3",60.50,1,1,"2024-03-19T01:00:00.0000000"
107,158,"72E-10107","MG","MG4 Electric",64.00,1,1,"2024-03-20T01:00:00.0000000"
108,159,"79E-10108","Porsche","Taycan",93.40,3,1,"2024-03-21T01:00:00.0000000"
109,160,"29E-10109","Volvo","XC40 Recharge",78.00,3,1,"2024-03-22T01:00:00.0000000"
110,161,"51E-10110","VinFast","VF e34",42.00,1,1,"2024-03-23T01:00:00.0000000"
111,162,"30E-10111","VinFast","VF 8",82.00,1,1,"2024-03-24T01:00:00.0000000"
112,163,"43E-10112","VinFast","VF 9",92.00,1,1,"2024-03-25T01:00:00.0000000"
113,164,"61E-10113","Tesla","Model 3",75.00,1,1,"2024-03-26T01:00:00.0000000"
114,165,"15E-10114","Hyundai","Ioniq 5",72.60,1,1,"2024-03-27T01:00:00.0000000"
115,166,"60E-10115","Kia","EV6",77.40,1,1,"2024-03-28T01:00:00.0000000"
116,167,"65E-10116","BYD","Atto 3",60.50,1,1,"2024-03-29T01:00:00.0000000"
117,168,"72E-10117","MG","MG4 Electric",64.00,3,1,"2024-03-30T01:00:00.0000000"
118,169,"79E-10118","Porsche","Taycan",93.40,3,1,"2024-03-31T01:00:00.0000000"
119,170,"29E-10119","Volvo","XC40 Recharge",78.00,1,1,"2024-04-01T01:00:00.0000000"
120,171,"51E-10120","VinFast","VF e34",42.00,1,1,"2024-04-02T01:00:00.0000000"
121,172,"30E-10121","VinFast","VF 8",82.00,1,1,"2024-04-03T01:00:00.0000000"
122,173,"43E-10122","VinFast","VF 9",92.00,1,1,"2024-04-04T01:00:00.0000000"
123,174,"61E-10123","Tesla","Model 3",75.00,1,1,"2024-04-05T01:00:00.0000000"
124,175,"15E-10124","Hyundai","Ioniq 5",72.60,1,1,"2024-04-06T01:00:00.0000000"
125,176,"60E-10125","Kia","EV6",77.40,1,1,"2024-04-07T01:00:00.0000000"
126,177,"65E-10126","BYD","Atto 3",60.50,3,1,"2024-04-08T01:00:00.0000000"
127,178,"72E-10127","MG","MG4 Electric",64.00,3,1,"2024-04-09T01:00:00.0000000"
128,179,"79E-10128","Porsche","Taycan",93.40,1,1,"2024-04-10T01:00:00.0000000"
129,180,"29E-10129","Volvo","XC40 Recharge",78.00,1,1,"2024-04-11T01:00:00.0000000"
130,181,"51E-10130","VinFast","VF e34",42.00,1,1,"2024-04-12T01:00:00.0000000"
131,182,"30E-10131","VinFast","VF 8",82.00,1,1,"2024-04-13T01:00:00.0000000"
132,183,"43E-10132","VinFast","VF 9",92.00,1,1,"2024-04-14T01:00:00.0000000"
133,184,"61E-10133","Tesla","Model 3",75.00,1,1,"2024-04-15T01:00:00.0000000"
134,185,"15E-10134","Hyundai","Ioniq 5",72.60,1,1,"2024-04-16T01:00:00.0000000"
135,186,"60E-10135","Kia","EV6",77.40,3,1,"2024-04-17T01:00:00.0000000"
136,187,"65E-10136","BYD","Atto 3",60.50,3,1,"2024-04-18T01:00:00.0000000"
137,188,"72E-10137","MG","MG4 Electric",64.00,1,1,"2024-04-19T01:00:00.0000000"
138,189,"79E-10138","Porsche","Taycan",93.40,1,1,"2024-04-20T01:00:00.0000000"
139,190,"29E-10139","Volvo","XC40 Recharge",78.00,1,1,"2024-04-21T01:00:00.0000000"
140,191,"51E-10140","VinFast","VF e34",42.00,1,1,"2024-04-22T01:00:00.0000000"
141,192,"30E-10141","VinFast","VF 8",82.00,1,1,"2024-04-23T01:00:00.0000000"
142,193,"43E-10142","VinFast","VF 9",92.00,1,1,"2024-04-24T01:00:00.0000000"
143,194,"61E-10143","Tesla","Model 3",75.00,1,1,"2024-04-25T01:00:00.0000000"
144,195,"15E-10144","Hyundai","Ioniq 5",72.60,3,1,"2024-04-26T01:00:00.0000000"
145,196,"60E-10145","Kia","EV6",77.40,3,1,"2024-04-27T01:00:00.0000000"
146,197,"65E-10146","BYD","Atto 3",60.50,1,1,"2024-04-28T01:00:00.0000000"
147,198,"72E-10147","MG","MG4 Electric",64.00,1,1,"2024-04-29T01:00:00.0000000"
148,199,"79E-10148","Porsche","Taycan",93.40,1,1,"2024-04-30T01:00:00.0000000"
149,200,"29E-10149","Volvo","XC40 Recharge",78.00,1,1,"2024-05-01T01:00:00.0000000"
150,201,"51E-10150","VinFast","VF e34",42.00,1,1,"2024-05-02T01:00:00.0000000"
151,202,"30E-10151","VinFast","VF 8",82.00,1,1,"2024-05-03T01:00:00.0000000"
152,203,"43E-10152","VinFast","VF 9",92.00,1,1,"2024-05-04T01:00:00.0000000"
153,204,"61E-10153","Tesla","Model 3",75.00,3,1,"2024-05-05T01:00:00.0000000"
154,205,"15E-10154","Hyundai","Ioniq 5",72.60,3,1,"2024-05-06T01:00:00.0000000"
155,206,"60E-10155","Kia","EV6",77.40,1,1,"2024-05-07T01:00:00.0000000"
156,207,"65E-10156","BYD","Atto 3",60.50,1,1,"2024-05-08T01:00:00.0000000"
157,208,"72E-10157","MG","MG4 Electric",64.00,1,1,"2024-05-09T01:00:00.0000000"
158,209,"79E-10158","Porsche","Taycan",93.40,1,1,"2024-05-10T01:00:00.0000000"
159,210,"29E-10159","Volvo","XC40 Recharge",78.00,1,1,"2024-05-11T01:00:00.0000000"
160,211,"51E-10160","VinFast","VF e34",42.00,1,1,"2024-05-12T01:00:00.0000000"
161,212,"30E-10161","VinFast","VF 8",82.00,1,1,"2024-05-13T01:00:00.0000000"
162,213,"43E-10162","VinFast","VF 9",92.00,3,1,"2024-05-14T01:00:00.0000000"
163,214,"61E-10163","Tesla","Model 3",75.00,3,1,"2024-05-15T01:00:00.0000000"
164,215,"15E-10164","Hyundai","Ioniq 5",72.60,1,1,"2024-05-16T01:00:00.0000000"
165,216,"60E-10165","Kia","EV6",77.40,1,1,"2024-05-17T01:00:00.0000000"
166,217,"65E-10166","BYD","Atto 3",60.50,1,1,"2024-05-18T01:00:00.0000000"
167,218,"72E-10167","MG","MG4 Electric",64.00,1,1,"2024-05-19T01:00:00.0000000"
168,219,"79E-10168","Porsche","Taycan",93.40,1,1,"2024-05-20T01:00:00.0000000"
169,220,"29E-10169","Volvo","XC40 Recharge",78.00,1,1,"2024-05-21T01:00:00.0000000"
170,221,"51E-10170","VinFast","VF e34",42.00,1,1,"2024-05-22T01:00:00.0000000"
171,222,"30E-10171","VinFast","VF 8",82.00,3,1,"2024-05-23T01:00:00.0000000"
172,223,"43E-10172","VinFast","VF 9",92.00,3,1,"2024-05-24T01:00:00.0000000"
173,224,"61E-10173","Tesla","Model 3",75.00,1,1,"2024-05-25T01:00:00.0000000"
174,225,"15E-10174","Hyundai","Ioniq 5",72.60,1,1,"2024-05-26T01:00:00.0000000"
175,226,"60E-10175","Kia","EV6",77.40,1,1,"2024-05-27T01:00:00.0000000"
176,227,"65E-10176","BYD","Atto 3",60.50,1,1,"2024-05-28T01:00:00.0000000"
177,228,"72E-10177","MG","MG4 Electric",64.00,1,1,"2024-05-29T01:00:00.0000000"
178,229,"79E-10178","Porsche","Taycan",93.40,1,1,"2024-05-30T01:00:00.0000000"
179,230,"29E-10179","Volvo","XC40 Recharge",78.00,1,1,"2024-05-31T01:00:00.0000000"
180,231,"51E-10180","VinFast","VF e34",42.00,3,1,"2023-12-04T01:00:00.0000000"
181,232,"30E-10181","VinFast","VF 8",82.00,3,1,"2023-12-05T01:00:00.0000000"
182,233,"43E-10182","VinFast","VF 9",92.00,1,1,"2023-12-06T01:00:00.0000000"
183,234,"61E-10183","Tesla","Model 3",75.00,1,1,"2023-12-07T01:00:00.0000000"
184,235,"15E-10184","Hyundai","Ioniq 5",72.60,1,1,"2023-12-08T01:00:00.0000000"
185,236,"60E-10185","Kia","EV6",77.40,1,1,"2023-12-09T01:00:00.0000000"
186,237,"65E-10186","BYD","Atto 3",60.50,1,1,"2023-12-10T01:00:00.0000000"
187,238,"72E-10187","MG","MG4 Electric",64.00,1,1,"2023-12-11T01:00:00.0000000"
188,239,"79E-10188","Porsche","Taycan",93.40,1,1,"2023-12-12T01:00:00.0000000"
189,240,"29E-10189","Volvo","XC40 Recharge",78.00,3,1,"2023-12-13T01:00:00.0000000"
190,241,"51E-10190","VinFast","VF e34",42.00,3,1,"2023-12-14T01:00:00.0000000"
191,242,"30E-10191","VinFast","VF 8",82.00,1,1,"2023-12-15T01:00:00.0000000"
192,243,"43E-10192","VinFast","VF 9",92.00,1,1,"2023-12-16T01:00:00.0000000"
193,244,"61E-10193","Tesla","Model 3",75.00,1,1,"2023-12-17T01:00:00.0000000"
194,245,"15E-10194","Hyundai","Ioniq 5",72.60,1,1,"2023-12-18T01:00:00.0000000"
195,246,"60E-10195","Kia","EV6",77.40,1,1,"2023-12-19T01:00:00.0000000"
196,247,"65E-10196","BYD","Atto 3",60.50,1,1,"2023-12-20T01:00:00.0000000"
197,248,"72E-10197","MG","MG4 Electric",64.00,1,1,"2023-12-21T01:00:00.0000000"
198,249,"79E-10198","Porsche","Taycan",93.40,3,1,"2023-12-22T01:00:00.0000000"
199,250,"29E-10199","Volvo","XC40 Recharge",78.00,3,1,"2023-12-23T01:00:00.0000000"
200,251,"51E-10200","VinFast","VF e34",42.00,1,1,"2023-12-24T01:00:00.0000000"
201,252,"30E-10201","VinFast","VF 8",82.00,1,1,"2023-12-25T01:00:00.0000000"
202,253,"43E-10202","VinFast","VF 9",92.00,1,1,"2023-12-26T01:00:00.0000000"
203,254,"61E-10203","Tesla","Model 3",75.00,1,1,"2023-12-27T01:00:00.0000000"
204,255,"15E-10204","Hyundai","Ioniq 5",72.60,1,1,"2023-12-28T01:00:00.0000000"
205,256,"60E-10205","Kia","EV6",77.40,1,1,"2023-12-29T01:00:00.0000000"
206,257,"65E-10206","BYD","Atto 3",60.50,1,1,"2023-12-30T01:00:00.0000000"
207,258,"72E-10207","MG","MG4 Electric",64.00,3,1,"2023-12-31T01:00:00.0000000"
208,259,"79E-10208","Porsche","Taycan",93.40,3,1,"2024-01-01T01:00:00.0000000"
209,260,"29E-10209","Volvo","XC40 Recharge",78.00,1,1,"2024-01-02T01:00:00.0000000"
210,261,"51E-10210","VinFast","VF e34",42.00,1,1,"2024-01-03T01:00:00.0000000"
211,262,"30E-10211","VinFast","VF 8",82.00,1,1,"2024-01-04T01:00:00.0000000"
212,263,"43E-10212","VinFast","VF 9",92.00,1,1,"2024-01-05T01:00:00.0000000"
213,264,"61E-10213","Tesla","Model 3",75.00,1,1,"2024-01-06T01:00:00.0000000"
214,265,"15E-10214","Hyundai","Ioniq 5",72.60,1,1,"2024-01-07T01:00:00.0000000"
215,266,"60E-10215","Kia","EV6",77.40,1,1,"2024-01-08T01:00:00.0000000"
216,267,"65E-10216","BYD","Atto 3",60.50,3,1,"2024-01-09T01:00:00.0000000"
217,268,"72E-10217","MG","MG4 Electric",64.00,3,1,"2024-01-10T01:00:00.0000000"
218,269,"79E-10218","Porsche","Taycan",93.40,1,1,"2024-01-11T01:00:00.0000000"
219,270,"29E-10219","Volvo","XC40 Recharge",78.00,1,1,"2024-01-12T01:00:00.0000000"
220,271,"51E-10220","VinFast","VF e34",42.00,1,1,"2024-01-13T01:00:00.0000000"
221,272,"30E-10221","VinFast","VF 8",82.00,1,1,"2024-01-14T01:00:00.0000000"
222,273,"43E-10222","VinFast","VF 9",92.00,1,1,"2024-01-15T01:00:00.0000000"
223,274,"61E-10223","Tesla","Model 3",75.00,1,1,"2024-01-16T01:00:00.0000000"
224,275,"15E-10224","Hyundai","Ioniq 5",72.60,1,1,"2024-01-17T01:00:00.0000000"
225,276,"60E-10225","Kia","EV6",77.40,3,1,"2024-01-18T01:00:00.0000000"
226,277,"65E-10226","BYD","Atto 3",60.50,3,1,"2024-01-19T01:00:00.0000000"
227,278,"72E-10227","MG","MG4 Electric",64.00,1,1,"2024-01-20T01:00:00.0000000"
228,279,"79E-10228","Porsche","Taycan",93.40,1,1,"2024-01-21T01:00:00.0000000"
229,280,"29E-10229","Volvo","XC40 Recharge",78.00,1,1,"2024-01-22T01:00:00.0000000"
230,281,"51E-10230","VinFast","VF e34",42.00,1,1,"2024-01-23T01:00:00.0000000"
231,282,"30E-10231","VinFast","VF 8",82.00,1,1,"2024-01-24T01:00:00.0000000"
232,283,"43E-10232","VinFast","VF 9",92.00,1,1,"2024-01-25T01:00:00.0000000"
233,284,"61E-10233","Tesla","Model 3",75.00,1,1,"2024-01-26T01:00:00.0000000"
234,285,"15E-10234","Hyundai","Ioniq 5",72.60,3,1,"2024-01-27T01:00:00.0000000"
235,286,"60E-10235","Kia","EV6",77.40,3,1,"2024-01-28T01:00:00.0000000"
236,287,"65E-10236","BYD","Atto 3",60.50,1,1,"2024-01-29T01:00:00.0000000"
237,288,"72E-10237","MG","MG4 Electric",64.00,1,1,"2024-01-30T01:00:00.0000000"
238,289,"79E-10238","Porsche","Taycan",93.40,1,1,"2024-01-31T01:00:00.0000000"
239,290,"29E-10239","Volvo","XC40 Recharge",78.00,1,1,"2024-02-01T01:00:00.0000000"
240,291,"51E-10240","VinFast","VF e34",42.00,1,1,"2024-02-02T01:00:00.0000000"
241,292,"30E-10241","VinFast","VF 8",82.00,1,1,"2024-02-03T01:00:00.0000000"
242,293,"43E-10242","VinFast","VF 9",92.00,1,1,"2024-02-04T01:00:00.0000000"
243,294,"61E-10243","Tesla","Model 3",75.00,3,1,"2024-02-05T01:00:00.0000000"
244,295,"15E-10244","Hyundai","Ioniq 5",72.60,3,1,"2024-02-06T01:00:00.0000000"
245,296,"60E-10245","Kia","EV6",77.40,1,1,"2024-02-07T01:00:00.0000000"
246,297,"65E-10246","BYD","Atto 3",60.50,1,1,"2024-02-08T01:00:00.0000000"
247,298,"72E-10247","MG","MG4 Electric",64.00,1,1,"2024-02-09T01:00:00.0000000"
248,299,"79E-10248","Porsche","Taycan",93.40,1,1,"2024-02-10T01:00:00.0000000"
249,300,"29E-10249","Volvo","XC40 Recharge",78.00,1,1,"2024-02-11T01:00:00.0000000"
250,301,"51E-10250","VinFast","VF e34",42.00,1,1,"2024-02-12T01:00:00.0000000"
251,302,"30E-10251","VinFast","VF 8",82.00,1,1,"2024-02-13T01:00:00.0000000"
252,303,"43E-10252","VinFast","VF 9",92.00,3,1,"2024-02-14T01:00:00.0000000"
253,304,"61E-10253","Tesla","Model 3",75.00,3,1,"2024-02-15T01:00:00.0000000"
254,305,"15E-10254","Hyundai","Ioniq 5",72.60,1,1,"2024-02-16T01:00:00.0000000"
255,306,"60E-10255","Kia","EV6",77.40,1,1,"2024-02-17T01:00:00.0000000"
256,307,"65E-10256","BYD","Atto 3",60.50,1,1,"2024-02-18T01:00:00.0000000"
257,308,"72E-10257","MG","MG4 Electric",64.00,1,1,"2024-02-19T01:00:00.0000000"
258,309,"79E-10258","Porsche","Taycan",93.40,1,1,"2024-02-20T01:00:00.0000000"
259,310,"29E-10259","Volvo","XC40 Recharge",78.00,1,1,"2024-02-21T01:00:00.0000000"
260,311,"51E-10260","VinFast","VF e34",42.00,1,1,"2024-02-22T01:00:00.0000000"
261,312,"30E-10261","VinFast","VF 8",82.00,3,1,"2024-02-23T01:00:00.0000000"
262,313,"43E-10262","VinFast","VF 9",92.00,3,1,"2024-02-24T01:00:00.0000000"
263,314,"61E-10263","Tesla","Model 3",75.00,1,1,"2024-02-25T01:00:00.0000000"
264,315,"15E-10264","Hyundai","Ioniq 5",72.60,1,1,"2024-02-26T01:00:00.0000000"
265,316,"60E-10265","Kia","EV6",77.40,1,1,"2024-02-27T01:00:00.0000000"
266,317,"65E-10266","BYD","Atto 3",60.50,1,1,"2024-02-28T01:00:00.0000000"
267,318,"72E-10267","MG","MG4 Electric",64.00,1,1,"2024-02-29T01:00:00.0000000"
268,319,"79E-10268","Porsche","Taycan",93.40,1,1,"2024-03-01T01:00:00.0000000"
269,320,"29E-10269","Volvo","XC40 Recharge",78.00,1,1,"2024-03-02T01:00:00.0000000"
270,321,"51E-10270","VinFast","VF e34",42.00,3,1,"2024-03-03T01:00:00.0000000"
271,322,"30E-10271","VinFast","VF 8",82.00,3,1,"2024-03-04T01:00:00.0000000"
272,323,"43E-10272","VinFast","VF 9",92.00,1,1,"2024-03-05T01:00:00.0000000"
273,324,"61E-10273","Tesla","Model 3",75.00,1,1,"2024-03-06T01:00:00.0000000"
274,325,"15E-10274","Hyundai","Ioniq 5",72.60,1,1,"2024-03-07T01:00:00.0000000"
275,326,"60E-10275","Kia","EV6",77.40,1,1,"2024-03-08T01:00:00.0000000"
276,327,"65E-10276","BYD","Atto 3",60.50,1,1,"2024-03-09T01:00:00.0000000"
277,328,"72E-10277","MG","MG4 Electric",64.00,1,1,"2024-03-10T01:00:00.0000000"
278,329,"79E-10278","Porsche","Taycan",93.40,1,1,"2024-03-11T01:00:00.0000000"
279,330,"29E-10279","Volvo","XC40 Recharge",78.00,3,1,"2024-03-12T01:00:00.0000000"
280,331,"51E-10280","VinFast","VF e34",42.00,3,1,"2024-03-13T01:00:00.0000000"
281,332,"30E-10281","VinFast","VF 8",82.00,1,1,"2024-03-14T01:00:00.0000000"
282,333,"43E-10282","VinFast","VF 9",92.00,1,1,"2024-03-15T01:00:00.0000000"
283,334,"61E-10283","Tesla","Model 3",75.00,1,1,"2024-03-16T01:00:00.0000000"
284,335,"15E-10284","Hyundai","Ioniq 5",72.60,1,1,"2024-03-17T01:00:00.0000000"
285,336,"60E-10285","Kia","EV6",77.40,1,1,"2024-03-18T01:00:00.0000000"
