PointID,PointCode,StationID,ConnectorTypeID,PowerKW,SerialNumber,PointStatus,HealthStatus,CreatedAt,UpdatedAt
20,"ST-019-P02",21,2,60.00,"SN-ST-019-P02","Available","Normal","2026-06-01T22:27:39.7909872",
21,"ST-051-P01",23,4,120.00,"SN-ST-051-P01","Available","Normal","2026-06-01T22:27:39.7909872",
22,"ST-051-P02",23,3,22.00,"SN-ST-051-P02","Available","Normal","2026-06-01T22:27:39.7909872",
23,"ST-095-P01",24,3,22.00,"SN-ST-095-P01","Available","Normal","2026-06-01T22:27:39.7909872",
24,"ST-095-P02",24,1,60.00,"SN-ST-095-P02","Available","Normal","2026-06-01T22:27:39.7909872",
25,"ST-083-P01",26,1,120.00,"SN-ST-083-P01","Available","Normal","2026-06-01T22:27:39.7909872",
26,"ST-083-P02",26,2,60.00,"SN-ST-083-P02","Available","Normal","2026-06-01T22:27:39.7909872",
27,"ST-053-P01",30,1,120.00,"SN-ST-053-P01","Maintenance","Normal","2026-06-01T22:27:39.7909872",
28,"ST-053-P02",30,1,120.00,"SN-ST-053-P02","Maintenance","Normal","2026-06-01T22:27:39.7909872",
29,"ST-085-P01",32,2,60.00,"SN-ST-085-P01","Available","Normal","2026-06-01T22:27:39.7909872",
30,"ST-085-P02",32,4,120.00,"SN-ST-085-P02","Maintenance","Warning","2026-06-01T22:27:39.7909872",
31,"ST-001-P01",34,3,22.00,"SN-ST-001-P01","Available","Normal","2026-06-01T22:27:39.7909872",
32,"ST-001-P02",34,1,150.00,"SN-ST-001-P02","Available","Normal","2026-06-01T22:27:39.7909872",
33,"ST-023-P01",35,1,150.00,"SN-ST-023-P01","Available","Normal","2026-06-01T22:27:39.7909872",
34,"ST-023-P02",35,1,150.00,"SN-ST-023-P02","Available","Normal","2026-06-01T22:27:39.7909872",
35,"ST-055-P01",37,2,60.00,"SN-ST-055-P01","Available","Normal","2026-06-01T22:27:39.7909872",
36,"ST-055-P02",37,4,120.00,"SN-ST-055-P02","Available","Normal","2026-06-01T22:27:39.7909872",
37,"ST-087-P01",39,3,22.00,"SN-ST-087-P01","Maintenance","Normal","2026-06-01T22:27:39.7909872",
38,"ST-087-P02",39,1,120.00,"SN-ST-087-P02","Maintenance","Normal","2026-06-01T22:27:39.7909872",
39,"ST-025-P01",42,2,60.00,"SN-ST-025-P01","Available","Normal","2026-06-01T22:27:39.7909872",
40,"ST-025-P02",42,4,120.00,"SN-ST-025-P02","Available","Normal","2026-06-01T22:27:39.7909872",
41,"ST-057-P01",44,3,22.00,"SN-ST-057-P01","Available","Normal","2026-06-01T22:27:39.7909872",
42,"ST-057-P02",44,1,120.00,"SN-ST-057-P02","Available","Normal","2026-06-01T22:27:39.7909872",
43,"ST-089-P01",46,1,120.00,"SN-ST-089-P01","Available","Normal","2026-06-01T22:27:39.7909872",
44,"ST-089-P02",46,2,60.00,"SN-ST-089-P02","Available","Normal","2026-06-01T22:27:39.7909872",
45,"ST-059-P01",50,1,120.00,"SN-ST-059-P01","Available","Normal","2026-06-01T22:27:39.7909872",
46,"ST-059-P02",50,1,120.00,"SN-ST-059-P02","Available","Normal","2026-06-01T22:27:39.7909872",
47,"ST-091-P01",52,2,60.00,"SN-ST-091-P01","Available","Normal","2026-06-01T22:27:39.7909872",
48,"ST-091-P02",52,4,120.00,"SN-ST-091-P02","Available","Normal","2026-06-01T22:27:39.7909872",
49,"ST-029-P01",55,1,150.00,"SN-ST-029-P01","Maintenance","Normal","2026-06-01T22:27:39.7909872",
50,"ST-029-P02",55,1,150.00,"SN-ST-029-P02","Maintenance","Normal","2026-06-01T22:27:39.7909872",
51,"ST-061-P01",57,2,60.00,"SN-ST-061-P01","Available","Normal","2026-06-01T22:27:39.7909872",
52,"ST-061-P02",57,4,120.00,"SN-ST-061-P02","Available","Normal","2026-06-01T22:27:39.7909872",
53,"ST-093-P01",60,1,60.00,"SN-ST-093-P01","Available","Normal","2026-06-01T22:27:39.7909872",
54,"ST-093-P02",60,1,60.00,"SN-ST-093-P02","Available","Normal","2026-06-01T22:27:39.7909872",
55,"ST-031-P01",62,2,60.00,"SN-ST-031-P01","Available","Normal","2026-06-01T22:27:39.7909872",
56,"ST-031-P02",62,4,120.00,"SN-ST-031-P02","Available","Normal","2026-06-01T22:27:39.7909872",
57,"ST-065-P01",65,1,120.00,"SN-ST-065-P01","Available","Normal","2026-06-01T22:27:39.7909872",
58,"ST-065-P02",65,1,120.00,"SN-ST-065-P02","Available","Normal","2026-06-01T22:27:39.7909872",
59,"ST-097-P01",67,2,60.00,"SN-ST-097-P01","Available","Normal","2026-06-01T22:27:39.7909872",
60,"ST-097-P02",67,4,120.00,"SN-ST-097-P02","Available","Normal","2026-06-01T22:27:39.7909872",
61,"ST-035-P01",70,1,150.00,"SN-ST-035-P01","Available","Normal","2026-06-01T22:27:39.7909872",
62,"ST-035-P02",70,1,150.00,"SN-ST-035-P02","Available","Normal","2026-06-01T22:27:39.7909872",
63,"ST-067-P01",73,4,120.00,"SN-ST-067-P01","Available","Normal","2026-06-01T22:27:39.7909872",
64,"ST-067-P02",73,3,22.00,"SN-ST-067-P02","Available","Normal","2026-06-01T22:27:39.7909872",
65,"ST-099-P01",75,1,60.00,"SN-ST-099-P01","Available","Normal","2026-06-01T22:27:39.7909872",
66,"ST-099-P02",75,1,60.00,"SN-ST-099-P02","Available","Normal","2026-06-01T22:27:39.7909872",
67,"ST-005-P01",76,1,150.00,"SN-ST-005-P01","Available","Normal","2026-06-01T22:27:39.7909872",
68,"ST-005-P02",76,2,60.00,"SN-ST-005-P02","Available","Normal","2026-06-01T22:27:39.7909872",
69,"ST-037-P01",78,4,120.00,"SN-ST-037-P01","Available","Normal","2026-06-01T22:27:39.7909872",
70,"ST-037-P02",78,3,22.00,"SN-ST-037-P02","Available","Normal","2026-06-01T22:27:39.7909872",
71,"ST-069-P01",81,1,120.00,"SN-ST-069-P01","Available","Normal","2026-06-01T22:27:39.7909872",
72,"ST-069-P02",81,2,60.00,"SN-ST-069-P02","Available","Normal","2026-06-01T22:27:39.7909872",
73,"ST-007-P01",83,4,120.00,"SN-ST-007-P01","Offline","Offline","2026-06-01T22:27:39.7909872",
74,"ST-007-P02",83,3,22.00,"SN-ST-007-P02","Available","Normal","2026-06-01T22:27:39.7909872",
75,"ST-039-P01",85,1,120.00,"SN-ST-039-P01","Available","Normal","2026-06-01T22:27:39.7909872",
76,"ST-039-P02",85,1,120.00,"SN-ST-039-P02","Available","Normal","2026-06-01T22:27:39.7909872",
77,"ST-071-P01",87,2,60.00,"SN-ST-071-P01","Available","Normal","2026-06-01T22:27:39.7909872",
78,"ST-071-P02",87,4,120.00,"SN-ST-071-P02","Available","Normal","2026-06-01T22:27:39.7909872",
79,"ST-041-P01",91,1,120.00,"SN-ST-041-P01","Available","Normal","2026-06-01T22:27:39.7909872",
80,"ST-041-P02",91,2,60.00,"SN-ST-041-P02","Available","Normal","2026-06-01T22:27:39.7909872",
81,"ST-073-P01",93,4,120.00,"SN-ST-073-P01","Available","Normal","2026-06-01T22:27:39.7909872",
82,"ST-073-P02",93,3,22.00,"SN-ST-073-P02","Available","Normal","2026-06-01T22:27:39.7909872",
83,"ST-011-P01",95,1,150.00,"SN-ST-011-P01","Available","Normal","2026-06-01T22:27:39.7909872",
84,"ST-011-P02",95,1,150.00,"SN-ST-011-P02","Available","Normal","2026-06-01T22:27:39.7909872",
85,"ST-043-P01",97,2,60.00,"SN-ST-043-P01","Available","Normal","2026-06-01T22:27:39.7909872",
86,"ST-043-P02",97,4,120.00,"SN-ST-043-P02","Available","Normal","2026-06-01T22:27:39.7909872",
87,"ST-075-P01",99,3,22.00,"SN-ST-075-P01","Available","Normal","2026-06-01T22:27:39.7909872",
88,"ST-075-P02",99,1,120.00,"SN-ST-075-P02","Available","Normal","2026-06-01T22:27:39.7909872",
89,"ST-044-P01",100,1,150.00,"SN-ST-044-P01","Available","Normal","2026-06-01T22:27:39.7909872",
90,"ST-044-P02",100,1,150.00,"SN-ST-044-P02","Available","Normal","2026-06-01T22:27:39.7909872",
91,"ST-044-P03",100,2,60.00,"SN-ST-044-P03","Available","Normal","2026-06-01T22:27:39.7909872",
92,"ST-074-P01",96,1,150.00,"SN-ST-074-P01","Available","Normal","2026-06-01T22:27:39.7909872",
93,"ST-074-P02",96,2,60.00,"SN-ST-074-P02","Available","Normal","2026-06-01T22:27:39.7909872",
94,"ST-074-P03",96,4,120.00,"SN-ST-074-P03","Available","Normal","2026-06-01T22:27:39.7909872",
95,"ST-042-P01",94,3,22.00,"SN-ST-042-P01","Available","Normal","2026-06-01T22:27:39.7909872",
96,"ST-042-P02",94,1,150.00,"SN-ST-042-P02","Available","Normal","2026-06-01T22:27:39.7909872",
97,"ST-042-P03",94,1,150.00,"SN-ST-042-P03","Available","Normal","2026-06-01T22:27:39.7909872",
98,"ST-010-P01",92,2,60.00,"SN-ST-010-P01","Available","Normal","2026-06-01T22:27:39.7909872",
99,"ST-010-P02",92,4,120.00,"SN-ST-010-P02","Available","Normal","2026-06-01T22:27:39.7909872",
100,"ST-010-P03",92,3,22.00,"SN-ST-010-P03","Available","Normal","2026-06-01T22:27:39.7909872",
101,"ST-066-P01",69,3,22.00,"SN-ST-066-P01","Available","Normal","2026-06-01T22:27:39.7909872",
102,"ST-066-P02",69,1,150.00,"SN-ST-066-P02","Offline","Offline","2026-06-01T22:27:39.7909872",
103,"ST-066-P03",69,1,150.00,"SN-ST-066-P03","Available","Normal","2026-06-01T22:27:39.7909872",
104,"ST-072-P01",90,1,150.00,"SN-ST-072-P01","Available","Normal","2026-06-01T22:27:39.7909872",
105,"ST-072-P02",90,1,150.00,"SN-ST-072-P02","Available","Normal","2026-06-01T22:27:39.7909872",
106,"ST-072-P03",90,2,60.00,"SN-ST-072-P03","Available","Normal","2026-06-01T22:27:39.7909872",
107,"ST-040-P01",88,4,120.00,"SN-ST-040-P01","Available","Normal","2026-06-01T22:27:39.7909872",
108,"ST-040-P02",88,3,22.00,"SN-ST-040-P02","Available","Normal","2026-06-01T22:27:39.7909872",
109,"ST-040-P03",88,1,150.00,"SN-ST-040-P03","Available","Normal","2026-06-01T22:27:39.7909872",
110,"ST-008-P01",86,1,150.00,"SN-ST-008-P01","Available","Normal","2026-06-01T22:27:39.7909872",
111,"ST-008-P02",86,2,60.00,"SN-ST-008-P02","Available","Normal","2026-06-01T22:27:39.7909872",
112,"ST-008-P03",86,4,120.00,"SN-ST-008-P03","Available","Normal","2026-06-01T22:27:39.7909872",
113,"ST-070-P01",84,3,22.00,"SN-ST-070-P01","Available","Normal","2026-06-01T22:27:39.7909872",
114,"ST-070-P02",84,1,150.00,"SN-ST-070-P02","Available","Normal","2026-06-01T22:27:39.7909872",
115,"ST-070-P03",84,1,150.00,"SN-ST-070-P03","Available","Normal","2026-06-01T22:27:39.7909872",
116,"ST-038-P01",82,2,60.00,"SN-ST-038-P01","Available","Normal","2026-06-01T22:27:39.7909872",
117,"ST-038-P02",82,4,120.00,"SN-ST-038-P02","Available","Normal","2026-06-01T22:27:39.7909872",
118,"ST-038-P03",82,3,22.00,"SN-ST-038-P03","Available","Normal","2026-06-01T22:27:39.7909872",
119,"ST-100-P01",79,3,22.00,"SN-ST-100-P01","Available","Normal","2026-06-01T22:27:39.7909872",
120,"ST-100-P02",79,1,60.00,"SN-ST-100-P02","Available","Normal","2026-06-01T22:27:39.7909872",
121,"ST-100-P03",79,1,60.00,"SN-ST-100-P03","Available","Normal","2026-06-01T22:27:39.7909872",
122,"ST-068-P01",77,2,60.00,"SN-ST-068-P01","Available","Normal","2026-06-01T22:27:39.7909872",
123,"ST-068-P02",77,4,120.00,"SN-ST-068-P02","Available","Normal","2026-06-01T22:27:39.7909872",
124,"ST-068-P03",77,3,22.00,"SN-ST-068-P03","Available","Normal","2026-06-01T22:27:39.7909872",
125,"ST-098-P01",71,1,60.00,"SN-ST-098-P01","Available","Normal","2026-06-01T22:27:39.7909872",
126,"ST-098-P02",71,2,60.00,"SN-ST-098-P02","Available","Normal","2026-06-01T22:27:39.7909872",
127,"ST-098-P03",71,4,120.00,"SN-ST-098-P03","Available","Normal","2026-06-01T22:27:39.7909872",
128,"ST-004-P01",72,2,60.00,"SN-ST-004-P01","Available","Normal","2026-06-01T22:27:39.7909872",
129,"ST-004-P02",72,4,120.00,"SN-ST-004-P02","Available","Normal","2026-06-01T22:27:39.7909872",
130,"ST-004-P03",72,3,22.00,"SN-ST-004-P03","Available","Normal","2026-06-01T22:27:39.7909872",
131,"ST-034-P01",66,1,150.00,"SN-ST-034-P01","Available","Normal","2026-06-01T22:27:39.7909872",
132,"ST-034-P02",66,2,60.00,"SN-ST-034-P02","Available","Normal","2026-06-01T22:27:39.7909872",
133,"ST-034-P03",66,4,120.00,"SN-ST-034-P03","Available","Normal","2026-06-01T22:27:39.7909872",
134,"ST-094-P01",63,4,120.00,"SN-ST-094-P01","Available","Normal","2026-06-01T22:27:39.7909872",
135,"ST-094-P02",63,3,22.00,"SN-ST-094-P02","Available","Normal","2026-06-01T22:27:39.7909872",
136,"ST-094-P03",63,1,60.00,"SN-ST-094-P03","Available","Normal","2026-06-01T22:27:39.7909872",
137,"ST-002-P01",64,3,22.00,"SN-ST-002-P01","Available","Normal","2026-06-01T22:27:39.7909872",
138,"ST-002-P02",64,1,150.00,"SN-ST-002-P02","Available","Normal","2026-06-01T22:27:39.7909872",
139,"ST-002-P03",64,1,150.00,"SN-ST-002-P03","Available","Normal","2026-06-01T22:27:39.7909872",
140,"ST-062-P01",61,1,150.00,"SN-ST-062-P01","Available","Normal","2026-06-01T22:27:39.7909872",
141,"ST-062-P02",61,2,60.00,"SN-ST-062-P02","Available","Normal","2026-06-01T22:27:39.7909872",
142,"ST-062-P03",61,4,120.00,"SN-ST-062-P03","Available","Normal","2026-06-01T22:27:39.7909872",
143,"ST-096-P01",58,4,120.00,"SN-ST-096-P01","Available","Normal","2026-06-01T22:27:39.7909872",
144,"ST-096-P02",58,3,22.00,"SN-ST-096-P02","Available","Normal","2026-06-01T22:27:39.7909872",
145,"ST-096-P03",58,1,60.00,"SN-ST-096-P03","Available","Normal","2026-06-01T22:27:39.7909872",
146,"ST-092-P01",56,1,120.00,"SN-ST-092-P01","Available","Normal","2026-06-01T22:27:39.7909872",
147,"ST-092-P02",56,2,60.00,"SN-ST-092-P02","Available","Normal","2026-06-01T22:27:39.7909872",
148,"ST-092-P03",56,4,120.00,"SN-ST-092-P03","Available","Normal","2026-06-01T22:27:39.7909872",
149,"ST-090-P01",49,3,22.00,"SN-ST-090-P01","Available","Normal","2026-06-01T22:27:39.7909872",
150,"ST-090-P02",49,1,120.00,"SN-ST-090-P02","Available","Normal","2026-06-01T22:27:39.7909872",
151,"ST-090-P03",49,1,120.00,"SN-ST-090-P03","Available","Normal","2026-06-01T22:27:39.7909872",
152,"ST-060-P01",54,3,22.00,"SN-ST-060-P01","Available","Normal","2026-06-01T22:27:39.7909872",
153,"ST-060-P02",54,1,150.00,"SN-ST-060-P02","Available","Normal","2026-06-01T22:27:39.7909872",
154,"ST-060-P03",54,1,150.00,"SN-ST-060-P03","Available","Normal","2026-06-01T22:27:39.7909872",
155,"ST-028-P01",51,1,150.00,"SN-ST-028-P01","Available","Normal","2026-06-01T22:27:39.7909872",
156,"ST-028-P02",51,2,60.00,"SN-ST-028-P02","Available","Normal","2026-06-01T22:27:39.7909872",
157,"ST-028-P03",51,4,120.00,"SN-ST-028-P03","Available","Normal","2026-06-01T22:27:39.7909872",
158,"ST-058-P01",47,2,60.00,"SN-ST-058-P01","Maintenance","Normal","2026-06-01T22:27:39.7909872",
159,"ST-058-P02",47,4,120.00,"SN-ST-058-P02","Maintenance","Normal","2026-06-01T22:27:39.7909872",
160,"ST-058-P03",47,3,22.00,"SN-ST-058-P03","Maintenance","Normal","2026-06-01T22:27:39.7909872",
161,"ST-026-P01",45,1,150.00,"SN-ST-026-P01","Available","Normal","2026-06-01T22:27:39.7909872",
162,"ST-026-P02",45,1,150.00,"SN-ST-026-P02","Available","Normal","2026-06-01T22:27:39.7909872",
163,"ST-026-P03",45,2,60.00,"SN-ST-026-P03","Available","Normal","2026-06-01T22:27:39.7909872",
164,"ST-088-P01",43,4,120.00,"SN-ST-088-P01","Available","Normal","2026-06-01T22:27:39.7909872",
165,"ST-088-P02",43,3,22.00,"SN-ST-088-P02","Available","Normal","2026-06-01T22:27:39.7909872",
166,"ST-088-P03",43,1,120.00,"SN-ST-088-P03","Available","Normal","2026-06-01T22:27:39.7909872",
167,"ST-064-P01",40,1,150.00,"SN-ST-064-P01","Available","Normal","2026-06-01T22:27:39.7909872",
168,"ST-064-P02",40,1,150.00,"SN-ST-064-P02","Available","Normal","2026-06-01T22:27:39.7909872",
169,"ST-064-P03",40,2,60.00,"SN-ST-064-P03","Available","Normal","2026-06-01T22:27:39.7909872",
170,"ST-056-P01",41,1,150.00,"SN-ST-056-P01","Available","Normal","2026-06-01T22:27:39.7909872",
171,"ST-056-P02",41,2,60.00,"SN-ST-056-P02","Available","Normal","2026-06-01T22:27:39.7909872",
172,"ST-056-P03",41,4,120.00,"SN-ST-056-P03","Available","Normal","2026-06-01T22:27:39.7909872",
173,"ST-086-P01",36,1,120.00,"SN-ST-086-P01","Available","Normal","2026-06-01T22:27:39.7909872",
174,"ST-086-P02",36,2,60.00,"SN-ST-086-P02","Available","Normal","2026-06-01T22:27:39.7909872",
175,"ST-086-P03",36,4,120.00,"SN-ST-086-P03","Available","Normal","2026-06-01T22:27:39.7909872",
176,"ST-054-P01",33,4,120.00,"SN-ST-054-P01","Available","Normal","2026-06-01T22:27:39.7909872",
177,"ST-054-P02",33,3,22.00,"SN-ST-054-P02","Available","Normal","2026-06-01T22:27:39.7909872",
178,"ST-054-P03",33,1,150.00,"SN-ST-054-P03","Available","Normal","2026-06-01T22:27:39.7909872",
179,"ST-022-P01",31,1,150.00,"SN-ST-022-P01","Available","Normal","2026-06-01T22:27:39.7909872",
180,"ST-022-P02",31,2,60.00,"SN-ST-022-P02","Available","Normal","2026-06-01T22:27:39.7909872",
181,"ST-022-P03",31,4,120.00,"SN-ST-022-P03","Available","Normal","2026-06-01T22:27:39.7909872",
182,"ST-078-P01",9,3,22.00,"SN-ST-078-P01","Available","Normal","2026-06-01T22:27:39.7909872",
183,"ST-078-P02",9,1,150.00,"SN-ST-078-P02","Available","Normal","2026-06-01T22:27:39.7909872",
184,"ST-078-P03",9,1,150.00,"SN-ST-078-P03","Available","Normal","2026-06-01T22:27:39.7909872",
185,"ST-084-P01",29,3,22.00,"SN-ST-084-P01","Available","Normal","2026-06-01T22:27:39.7909872",
186,"ST-084-P02",29,1,120.00,"SN-ST-084-P02","Available","Normal","2026-06-01T22:27:39.7909872",
187,"ST-084-P03",29,1,120.00,"SN-ST-084-P03","Available","Normal","2026-06-01T22:27:39.7909872",
188,"ST-052-P01",27,2,60.00,"SN-ST-052-P01","Available","Normal","2026-06-01T22:27:39.7909872",
189,"ST-052-P02",27,4,120.00,"SN-ST-052-P02","Available","Normal","2026-06-01T22:27:39.7909872",
190,"ST-052-P03",27,3,22.00,"SN-ST-052-P03","Available","Normal","2026-06-01T22:27:39.7909872",
191,"ST-020-P01",25,1,150.00,"SN-ST-020-P01","Available","Normal","2026-06-01T22:27:39.7909872",
192,"ST-020-P02",25,1,150.00,"SN-ST-020-P02","Available","Normal","2026-06-01T22:27:39.7909872",
193,"ST-020-P03",25,2,60.00,"SN-ST-020-P03","Available","Normal","2026-06-01T22:27:39.7909872",
194,"ST-082-P01",22,2,60.00,"SN-ST-082-P01","Available","Normal","2026-06-01T22:27:39.7909872",
195,"ST-082-P02",22,4,120.00,"SN-ST-082-P02","Available","Normal","2026-06-01T22:27:39.7909872",
196,"ST-082-P03",22,3,22.00,"SN-ST-082-P03","Available","Normal","2026-06-01T22:27:39.7909872",
197,"ST-032-P01",19,3,22.00,"SN-ST-032-P01","Available","Normal","2026-06-01T22:27:39.7909872",
198,"ST-032-P02",19,1,150.00,"SN-ST-032-P02","Available","Normal","2026-06-01T22:27:39.7909872",
199,"ST-032-P03",19,1,150.00,"SN-ST-032-P03","Available","Normal","2026-06-01T22:27:39.7909872",
200,"ST-050-P01",20,1,150.00,"SN-ST-050-P01","Available","Normal","2026-06-01T22:27:39.7909872",
201,"ST-050-P02",20,1,150.00,"SN-ST-050-P02","Available","Normal","2026-06-01T22:27:39.7909872",
202,"ST-050-P03",20,2,60.00,"SN-ST-050-P03","Available","Normal","2026-06-01T22:27:39.7909872",
203,"ST-080-P01",15,1,120.00,"SN-ST-080-P01","Available","Normal","2026-06-01T22:27:39.7909872",
204,"ST-080-P02",15,1,120.00,"SN-ST-080-P02","Available","Normal","2026-06-01T22:27:39.7909872",
205,"ST-080-P03",15,2,60.00,"SN-ST-080-P03","Available","Normal","2026-06-01T22:27:39.7909872",
206,"ST-048-P01",13,4,120.00,"SN-ST-048-P01","Available","Normal","2026-06-01T22:27:39.7909872",
207,"ST-048-P02",13,3,22.00,"SN-ST-048-P02","Available","Normal","2026-06-01T22:27:39.7909872",
208,"ST-048-P03",13,1,150.00,"SN-ST-048-P03","Available","Normal","2026-06-01T22:27:39.7909872",
209,"ST-016-P01",11,1,150.00,"SN-ST-016-P01","Available","Normal","2026-06-01T22:27:39.7909872",
210,"ST-016-P02",11,2,60.00,"SN-ST-016-P02","Available","Normal","2026-06-01T22:27:39.7909872",
211,"ST-016-P03",11,4,120.00,"SN-ST-016-P03","Available","Normal","2026-06-01T22:27:39.7909872",
212,"ST-046-P01",7,2,60.00,"SN-ST-046-P01","Available","Normal","2026-06-01T22:27:39.7909872",
213,"ST-046-P02",7,4,120.00,"SN-ST-046-P02","Available","Normal","2026-06-01T22:27:39.7909872",
214,"ST-046-P03",7,3,22.00,"SN-ST-046-P03","Available","Normal","2026-06-01T22:27:39.7909872",
215,"ST-014-P01",4,3,22.00,"SN-ST-014-P01","Available","Normal","2026-06-01T22:27:39.7909872",
216,"ST-014-P02",4,1,150.00,"SN-ST-014-P02","Available","Normal","2026-06-01T22:27:39.7909872",
217,"ST-014-P03",4,1,150.00,"SN-ST-014-P03","Available","Normal","2026-06-01T22:27:39.7909872",
218,"ST-076-P01",2,2,60.00,"SN-ST-076-P01","Available","Normal","2026-06-01T22:27:39.7909872",
219,"ST-076-P02",2,4,120.00,"SN-ST-076-P02","Available","Normal","2026-06-01T22:27:39.7909872",
220,"ST-076-P03",2,3,22.00,"SN-ST-076-P03","Available","Normal","2026-06-01T22:27:39.7909872",
221,"ST-015-P01",8,4,120.00,"SN-ST-015-P01","Available","Normal","2026-06-01T22:27:39.7909872",
222,"ST-015-P02",8,3,22.00,"SN-ST-015-P02","Available","Normal","2026-06-01T22:27:39.7909872",
223,"ST-015-P03",8,1,150.00,"SN-ST-015-P03","Available","Normal","2026-06-01T22:27:39.7909872",
224,"ST-015-P04",8,1,150.00,"SN-ST-015-P04","Available","Normal","2026-06-01T22:27:39.7909872",
225,"ST-015-P05",8,2,60.00,"SN-ST-015-P05","Available","Normal","2026-06-01T22:27:39.7909872",
226,"ST-018-P01",17,2,60.00,"SN-ST-018-P01","Available","Normal","2026-06-01T22:27:39.7909872",
227,"ST-018-P02",17,4,120.00,"SN-ST-018-P02","Available","Normal","2026-06-01T22:27:39.7909872",
228,"ST-018-P03",17,3,22.00,"SN-ST-018-P03","Available","Normal","2026-06-01T22:27:39.7909872",
229,"ST-018-P04",17,1,150.00,"SN-ST-018-P04","Available","Normal","2026-06-01T22:27:39.7909872",
230,"ST-018-P05",17,1,150.00,"SN-ST-018-P05","Available","Normal","2026-06-01T22:27:39.7909872",
231,"ST-021-P01",28,4,120.00,"SN-ST-021-P01","Available","Normal","2026-06-01T22:27:39.7909872",
232,"ST-021-P02",28,3,22.00,"SN-ST-021-P02","Available","Normal","2026-06-01T22:27:39.7909872",
233,"ST-021-P03",28,1,150.00,"SN-ST-021-P03","Available","Normal","2026-06-01T22:27:39.7909872",
234,"ST-021-P04",28,1,150.00,"SN-ST-021-P04","Available","Normal","2026-06-01T22:27:39.7909872",
235,"ST-021-P05",28,2,60.00,"SN-ST-021-P05","Available","Normal","2026-06-01T22:27:39.7909872",
236,"ST-024-P01",38,4,120.00,"SN-ST-024-P01","Available","Normal","2026-06-01T22:27:39.7909872",
237,"ST-024-P02",38,3,22.00,"SN-ST-024-P02","Available","Normal","2026-06-01T22:27:39.7909872",
238,"ST-024-P03",38,1,150.00,"SN-ST-024-P03","Available","Normal","2026-06-01T22:27:39.7909872",
239,"ST-024-P04",38,1,150.00,"SN-ST-024-P04","Available","Normal","2026-06-01T22:27:39.7909872",
240,"ST-024-P05",38,2,60.00,"SN-ST-024-P05","Available","Normal","2026-06-01T22:27:39.7909872",
241,"ST-027-P01",48,4,120.00,"SN-ST-027-P01","Available","Normal","2026-06-01T22:27:39.7909872",
242,"ST-027-P02",48,3,22.00,"SN-ST-027-P02","Available","Normal","2026-06-01T22:27:39.7909872",
243,"ST-027-P03",48,1,150.00,"SN-ST-027-P03","Maintenance","Warning","2026-06-01T22:27:39.7909872",
244,"ST-027-P04",48,1,150.00,"SN-ST-027-P04","Available","Normal","2026-06-01T22:27:39.7909872",
245,"ST-027-P05",48,2,60.00,"SN-ST-027-P05","Available","Normal","2026-06-01T22:27:39.7909872",
246,"ST-033-P01",53,4,120.00,"SN-ST-033-P01","Available","Normal","2026-06-01T22:27:39.7909872",
