"TicketID","TicketCode","StationID","PointID","ErrorID","CreatedBy","AssignedTo","Priority","TicketStatus","Title","Description","OpenedAt","ClosedAt"
"42","MT-00042","46","43","42","9","9","High","Closed","Xu ly su co ERR-00042","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/6/2025 10:27:39 PM","9/8/2025 8:27:39 PM"
"43","MT-00043","46","44","43","9","9","Low","Closed","Xu ly su co ERR-00043","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/17/2025 10:27:39 PM","9/19/2025 9:27:39 PM"
"44","MT-00044","50","45","44","9","9","Low","Closed","Xu ly su co ERR-00044","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/28/2025 10:27:39 PM","9/30/2025 10:27:39 PM"
"45","MT-00045","50","46","45","9","9","Medium","InProgress","Xu ly su co ERR-00045","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/9/2025 10:27:39 PM",""
"46","MT-00046","52","47","46","9","9","Low","Closed","Xu ly su co ERR-00046","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/20/2025 10:27:39 PM","10/23/2025 12:27:39 AM"
"47","MT-00047","52","48","47","9","9","Low","Closed","Xu ly su co ERR-00047","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/31/2025 10:27:39 PM","11/3/2025 1:27:39 AM"
"48","MT-00048","55","49","48","9","9","Medium","Closed","Xu ly su co ERR-00048","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/11/2025 10:27:39 PM","11/12/2025 2:27:39 AM"
"49","MT-00049","55","50","49","9","9","High","Closed","Xu ly su co ERR-00049","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/22/2025 10:27:39 PM","11/23/2025 3:27:39 AM"
"50","MT-00050","57","51","50","9","9","Low","Closed","Xu ly su co ERR-00050","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/3/2025 10:27:39 PM","12/4/2025 4:27:39 AM"
"51","MT-00051","57","52","51","9","9","Critical","Closed","Xu ly su co ERR-00051","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/14/2025 10:27:39 PM","12/15/2025 5:27:39 AM"
"52","MT-00052","60","53","52","9","9","Low","Closed","Xu ly su co ERR-00052","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/25/2025 10:27:39 PM","12/26/2025 6:27:39 AM"
"53","MT-00053","60","54","53","9","9","Low","Closed","Xu ly su co ERR-00053","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/5/2026 10:27:39 PM","1/6/2026 7:27:39 AM"
"54","MT-00054","62","55","54","9","9","Medium","InProgress","Xu ly su co ERR-00054","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/16/2026 10:27:39 PM",""
"55","MT-00055","62","56","55","9","9","Low","Closed","Xu ly su co ERR-00055","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/27/2026 10:27:39 PM","1/28/2026 9:27:39 AM"
"56","MT-00056","65","57","56","9","9","High","Closed","Xu ly su co ERR-00056","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/7/2026 10:27:39 PM","2/8/2026 10:27:39 AM"
"57","MT-00057","65","58","57","9","9","Medium","Closed","Xu ly su co ERR-00057","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/18/2026 10:27:39 PM","2/19/2026 11:27:39 AM"
"58","MT-00058","67","59","58","9","9","Low","Closed","Xu ly su co ERR-00058","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/1/2026 10:27:39 PM","3/2/2026 12:27:39 PM"
"59","MT-00059","67","60","59","9","9","Low","Closed","Xu ly su co ERR-00059","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/12/2026 10:27:39 PM","3/13/2026 1:27:39 PM"
"60","MT-00060","70","61","60","9","9","Medium","Closed","Xu ly su co ERR-00060","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/23/2026 10:27:39 PM","3/24/2026 2:27:39 PM"
"61","MT-00061","70","62","61","9","9","Low","Closed","Xu ly su co ERR-00061","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/3/2026 10:27:39 PM","4/4/2026 3:27:39 PM"
"62","MT-00062","73","63","62","9","9","Low","Closed","Xu ly su co ERR-00062","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/14/2026 10:27:39 PM","4/15/2026 4:27:39 PM"
"63","MT-00063","73","64","63","9","9","High","InProgress","Xu ly su co ERR-00063","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/25/2026 10:27:39 PM",""
"64","MT-00064","75","65","64","9","9","Low","Closed","Xu ly su co ERR-00064","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/6/2026 10:27:39 PM","5/7/2026 6:27:39 PM"
"65","MT-00065","75","66","65","9","9","Low","Closed","Xu ly su co ERR-00065","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/17/2026 10:27:39 PM","5/18/2026 7:27:39 PM"
"66","MT-00066","76","67","66","9","9","Medium","Closed","Xu ly su co ERR-00066","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/28/2026 10:27:39 PM","5/29/2026 8:27:39 PM"
"67","MT-00067","76","68","67","9","9","Low","Closed","Xu ly su co ERR-00067","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/8/2024 10:27:39 PM","6/9/2024 9:27:39 PM"
"68","MT-00068","78","69","68","9","9","Critical","Closed","Xu ly su co ERR-00068","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/19/2024 10:27:39 PM","6/20/2024 10:27:39 PM"
"69","MT-00069","78","70","69","9","9","Medium","Closed","Xu ly su co ERR-00069","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/30/2024 10:27:39 PM","7/1/2024 11:27:39 PM"
"70","MT-00070","81","71","70","9","9","High","Closed","Xu ly su co ERR-00070","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/11/2024 10:27:39 PM","7/13/2024 12:27:39 AM"
"71","MT-00071","81","72","71","9","9","Low","Closed","Xu ly su co ERR-00071","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/22/2024 10:27:39 PM","7/24/2024 1:27:39 AM"
"72","MT-00072","83","73","72","9","9","Medium","InProgress","Xu ly su co ERR-00072","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/2/2024 10:27:39 PM",""
"73","MT-00073","83","74","73","9","9","Low","Closed","Xu ly su co ERR-00073","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/13/2024 10:27:39 PM","8/15/2024 3:27:39 AM"
"74","MT-00074","85","75","74","9","9","Low","Closed","Xu ly su co ERR-00074","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/24/2024 10:27:39 PM","8/26/2024 4:27:39 AM"
"75","MT-00075","85","76","75","9","9","Medium","Closed","Xu ly su co ERR-00075","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/4/2024 10:27:39 PM","9/6/2024 5:27:39 AM"
"76","MT-00076","87","77","76","9","9","Low","Closed","Xu ly su co ERR-00076","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/15/2024 10:27:39 PM","9/17/2024 6:27:39 AM"
"77","MT-00077","87","78","77","9","9","High","Closed","Xu ly su co ERR-00077","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/26/2024 10:27:39 PM","9/28/2024 7:27:39 AM"
"78","MT-00078","91","79","78","9","9","Medium","Closed","Xu ly su co ERR-00078","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/7/2024 10:27:39 PM","10/9/2024 8:27:39 AM"
"79","MT-00079","91","80","79","9","9","Low","Closed","Xu ly su co ERR-00079","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/18/2024 10:27:39 PM","10/20/2024 9:27:39 AM"
"80","MT-00080","93","81","80","9","9","Low","Closed","Xu ly su co ERR-00080","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/29/2024 10:27:39 PM","10/31/2024 10:27:39 AM"
"81","MT-00081","93","82","81","9","9","Medium","InProgress","Xu ly su co ERR-00081","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/9/2024 10:27:39 PM",""
"82","MT-00082","95","83","82","9","9","Low","Closed","Xu ly su co ERR-00082","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/20/2024 10:27:39 PM","11/22/2024 12:27:39 PM"
"83","MT-00083","95","84","83","9","9","Low","Closed","Xu ly su co ERR-00083","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/1/2024 10:27:39 PM","12/3/2024 1:27:39 PM"
"84","MT-00084","97","85","84","9","9","High","Closed","Xu ly su co ERR-00084","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/12/2024 10:27:39 PM","12/14/2024 2:27:39 PM"
"85","MT-00085","97","86","85","9","9","Critical","Closed","Xu ly su co ERR-00085","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/23/2024 10:27:39 PM","12/25/2024 3:27:39 PM"
"86","MT-00086","99","87","86","9","9","Low","Closed","Xu ly su co ERR-00086","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/3/2025 10:27:39 PM","1/5/2025 4:27:39 PM"
"87","MT-00087","99","88","87","9","9","Medium","Closed","Xu ly su co ERR-00087","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/14/2025 10:27:39 PM","1/16/2025 5:27:39 PM"
"88","MT-00088","100","89","88","9","9","Low","Closed","Xu ly su co ERR-00088","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/25/2025 10:27:39 PM","1/27/2025 6:27:39 PM"
"89","MT-00089","100","90","89","9","9","Low","Closed","Xu ly su co ERR-00089","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/5/2025 10:27:39 PM","2/7/2025 7:27:39 PM"
"90","MT-00090","100","91","90","9","9","Medium","InProgress","Xu ly su co ERR-00090","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/16/2025 10:27:39 PM",""
"91","MT-00091","96","92","91","9","9","High","Closed","Xu ly su co ERR-00091","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/27/2025 10:27:39 PM","3/1/2025 9:27:39 PM"
"92","MT-00092","96","93","92","9","9","Low","Closed","Xu ly su co ERR-00092","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/10/2025 10:27:39 PM","3/12/2025 10:27:39 PM"
"93","MT-00093","96","94","93","9","9","Medium","Closed","Xu ly su co ERR-00093","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/21/2025 10:27:39 PM","3/23/2025 11:27:39 PM"
"94","MT-00094","94","95","94","9","9","Low","Closed","Xu ly su co ERR-00094","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/1/2025 10:27:39 PM","4/4/2025 12:27:39 AM"
"95","MT-00095","94","96","95","9","9","Low","Closed","Xu ly su co ERR-00095","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/12/2025 10:27:39 PM","4/15/2025 1:27:39 AM"
"96","MT-00096","94","97","96","9","9","Medium","Closed","Xu ly su co ERR-00096","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/23/2025 10:27:39 PM","4/24/2025 2:27:39 AM"
"97","MT-00097","92","98","97","9","9","Low","Closed","Xu ly su co ERR-00097","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/4/2025 10:27:39 PM","5/5/2025 3:27:39 AM"
"98","MT-00098","92","99","98","9","9","High","Closed","Xu ly su co ERR-00098","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/15/2025 10:27:39 PM","5/16/2025 4:27:39 AM"
"99","MT-00099","92","100","99","9","9","Medium","InProgress","Xu ly su co ERR-00099","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/26/2025 10:27:39 PM",""
"100","MT-00100","69","101","100","9","9","Low","Closed","Xu ly su co ERR-00100","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/6/2025 10:27:39 PM","6/7/2025 6:27:39 AM"
"101","MT-00101","69","102","101","9","9","Low","Closed","Xu ly su co ERR-00101","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/17/2025 10:27:39 PM","6/18/2025 7:27:39 AM"
"102","MT-00102","69","103","102","9","9","Critical","Closed","Xu ly su co ERR-00102","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/28/2025 10:27:39 PM","6/29/2025 8:27:39 AM"
"103","MT-00103","90","104","103","9","9","Low","Closed","Xu ly su co ERR-00103","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/9/2025 10:27:39 PM","7/10/2025 9:27:39 AM"
"104","MT-00104","90","105","104","9","9","Low","Closed","Xu ly su co ERR-00104","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/20/2025 10:27:39 PM","7/21/2025 10:27:39 AM"
"105","MT-00105","90","106","105","9","9","High","Closed","Xu ly su co ERR-00105","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/31/2025 10:27:39 PM","8/1/2025 11:27:39 AM"
"106","MT-00106","88","107","106","9","9","Low","Closed","Xu ly su co ERR-00106","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/11/2025 10:27:39 PM","8/12/2025 12:27:39 PM"
"107","MT-00107","88","108","107","9","9","Low","Closed","Xu ly su co ERR-00107","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/22/2025 10:27:39 PM","8/23/2025 1:27:39 PM"
"108","MT-00108","88","109","108","9","9","Medium","InProgress","Xu ly su co ERR-00108","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/2/2025 10:27:39 PM",""
"109","MT-00109","86","110","109","9","9","Low","Closed","Xu ly su co ERR-00109","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/13/2025 10:27:39 PM","9/14/2025 3:27:39 PM"
"110","MT-00110","86","111","110","9","9","Low","Closed","Xu ly su co ERR-00110","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/24/2025 10:27:39 PM","9/25/2025 4:27:39 PM"
"111","MT-00111","86","112","111","9","9","Medium","Closed","Xu ly su co ERR-00111","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/5/2025 10:27:39 PM","10/6/2025 5:27:39 PM"
"112","MT-00112","84","113","112","9","9","High","Closed","Xu ly su co ERR-00112","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/16/2025 10:27:39 PM","10/17/2025 6:27:39 PM"
"113","MT-00113","84","114","113","9","9","Low","Closed","Xu ly su co ERR-00113","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/27/2025 10:27:39 PM","10/28/2025 7:27:39 PM"
"114","MT-00114","84","115","114","9","9","Medium","Closed","Xu ly su co ERR-00114","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/7/2025 10:27:39 PM","11/8/2025 8:27:39 PM"
"115","MT-00115","82","116","115","9","9","Low","Closed","Xu ly su co ERR-00115","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/18/2025 10:27:39 PM","11/19/2025 9:27:39 PM"
"116","MT-00116","82","117","116","9","9","Low","Closed","Xu ly su co ERR-00116","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/29/2025 10:27:39 PM","11/30/2025 10:27:39 PM"
"117","MT-00117","82","118","117","9","9","Medium","InProgress","Xu ly su co ERR-00117","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/10/2025 10:27:39 PM",""
"118","MT-00118","79","119","118","9","9","Low","Closed","Xu ly su co ERR-00118","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/21/2025 10:27:39 PM","12/23/2025 12:27:39 AM"
"119","MT-00119","79","120","119","9","9","Critical","Closed","Xu ly su co ERR-00119","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/1/2026 10:27:39 PM","1/3/2026 1:27:39 AM"
"120","MT-00120","79","121","120","9","9","Medium","Closed","Xu ly su co ERR-00120","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/12/2026 10:27:39 PM","1/14/2026 2:27:39 AM"
"121","MT-00121","77","122","121","9","9","Low","Closed","Xu ly su co ERR-00121","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/23/2026 10:27:39 PM","1/25/2026 3:27:39 AM"
"122","MT-00122","77","123","122","9","9","Low","Closed","Xu ly su co ERR-00122","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/3/2026 10:27:39 PM","2/5/2026 4:27:39 AM"
"123","MT-00123","77","124","123","9","9","Medium","Closed","Xu ly su co ERR-00123","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/14/2026 10:27:39 PM","2/16/2026 5:27:39 AM"
"124","MT-00124","71","125","124","9","9","Low","Closed","Xu ly su co ERR-00124","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/25/2026 10:27:39 PM","2/27/2026 6:27:39 AM"
"125","MT-00125","71","126","125","9","9","Low","Closed","Xu ly su co ERR-00125","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/8/2026 10:27:39 PM","3/10/2026 7:27:39 AM"
"126","MT-00126","71","127","126","9","9","High","InProgress","Xu ly su co ERR-00126","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/19/2026 10:27:39 PM",""
"127","MT-00127","72","128","127","9","9","Low","Closed","Xu ly su co ERR-00127","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/30/2026 10:27:39 PM","4/1/2026 9:27:39 AM"
"128","MT-00128","72","129","128","9","9","Low","Closed","Xu ly su co ERR-00128","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/10/2026 10:27:39 PM","4/12/2026 10:27:39 AM"
"129","MT-00129","72","130","129","9","9","Medium","Closed","Xu ly su co ERR-00129","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/21/2026 10:27:39 PM","4/23/2026 11:27:39 AM"
