"ErrorID","ErrorCode","StationID","PointID","Severity","Description","OccurredAt","ResolvedAt","ResolvedBy","IsActive"
"59","ERR-00059","67","60","Low","Can hieu chuan lai cam bien trang thai dau sac","3/12/2026 10:27:39 PM","3/13/2026 1:27:39 PM","11","False"
"60","ERR-00060","70","61","Medium","Dong dien dao dong bat thuong trong gio cao diem","3/23/2026 10:27:39 PM","3/24/2026 2:27:39 PM","12","False"
"61","ERR-00061","70","62","Low","Can hieu chuan lai cam bien trang thai dau sac","4/3/2026 10:27:39 PM","4/4/2026 3:27:39 PM","13","False"
"62","ERR-00062","73","63","Low","Can hieu chuan lai cam bien trang thai dau sac","4/14/2026 10:27:39 PM","4/15/2026 4:27:39 PM","14","False"
"63","ERR-00063","73","64","High","Mat ket noi voi bo dieu khien cong sac","4/25/2026 10:27:39 PM","","","True"
"64","ERR-00064","75","65","Low","Can hieu chuan lai cam bien trang thai dau sac","5/6/2026 10:27:39 PM","5/7/2026 6:27:39 PM","16","False"
"65","ERR-00065","75","66","Low","Can hieu chuan lai cam bien trang thai dau sac","5/17/2026 10:27:39 PM","5/18/2026 7:27:39 PM","17","False"
"66","ERR-00066","76","67","Medium","Dong dien dao dong bat thuong trong gio cao diem","5/28/2026 10:27:39 PM","5/29/2026 8:27:39 PM","18","False"
"67","ERR-00067","76","68","Low","Can hieu chuan lai cam bien trang thai dau sac","6/8/2024 10:27:39 PM","6/9/2024 9:27:39 PM","19","False"
"68","ERR-00068","78","69","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","6/19/2024 10:27:39 PM","6/20/2024 10:27:39 PM","20","False"
"69","ERR-00069","78","70","Medium","Dong dien dao dong bat thuong trong gio cao diem","6/30/2024 10:27:39 PM","7/1/2024 11:27:39 PM","21","False"
"70","ERR-00070","81","71","High","Mat ket noi voi bo dieu khien cong sac","7/11/2024 10:27:39 PM","7/13/2024 12:27:39 AM","22","False"
"71","ERR-00071","81","72","Low","Can hieu chuan lai cam bien trang thai dau sac","7/22/2024 10:27:39 PM","7/24/2024 1:27:39 AM","23","False"
"72","ERR-00072","83","73","Medium","Dong dien dao dong bat thuong trong gio cao diem","8/2/2024 10:27:39 PM","","","True"
"73","ERR-00073","83","74","Low","Can hieu chuan lai cam bien trang thai dau sac","8/13/2024 10:27:39 PM","8/15/2024 3:27:39 AM","25","False"
"74","ERR-00074","85","75","Low","Can hieu chuan lai cam bien trang thai dau sac","8/24/2024 10:27:39 PM","8/26/2024 4:27:39 AM","26","False"
"75","ERR-00075","85","76","Medium","Dong dien dao dong bat thuong trong gio cao diem","9/4/2024 10:27:39 PM","9/6/2024 5:27:39 AM","27","False"
"76","ERR-00076","87","77","Low","Can hieu chuan lai cam bien trang thai dau sac","9/15/2024 10:27:39 PM","9/17/2024 6:27:39 AM","28","False"
"77","ERR-00077","87","78","High","Mat ket noi voi bo dieu khien cong sac","9/26/2024 10:27:39 PM","9/28/2024 7:27:39 AM","29","False"
"78","ERR-00078","91","79","Medium","Dong dien dao dong bat thuong trong gio cao diem","10/7/2024 10:27:39 PM","10/9/2024 8:27:39 AM","30","False"
"79","ERR-00079","91","80","Low","Can hieu chuan lai cam bien trang thai dau sac","10/18/2024 10:27:39 PM","10/20/2024 9:27:39 AM","31","False"
"80","ERR-00080","93","81","Low","Can hieu chuan lai cam bien trang thai dau sac","10/29/2024 10:27:39 PM","10/31/2024 10:27:39 AM","32","False"
"81","ERR-00081","93","82","Medium","Dong dien dao dong bat thuong trong gio cao diem","11/9/2024 10:27:39 PM","","","True"
"82","ERR-00082","95","83","Low","Can hieu chuan lai cam bien trang thai dau sac","11/20/2024 10:27:39 PM","11/22/2024 12:27:39 PM","34","False"
"83","ERR-00083","95","84","Low","Can hieu chuan lai cam bien trang thai dau sac","12/1/2024 10:27:39 PM","12/3/2024 1:27:39 PM","35","False"
"84","ERR-00084","97","85","High","Mat ket noi voi bo dieu khien cong sac","12/12/2024 10:27:39 PM","12/14/2024 2:27:39 PM","36","False"
"85","ERR-00085","97","86","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","12/23/2024 10:27:39 PM","12/25/2024 3:27:39 PM","9","False"
"86","ERR-00086","99","87","Low","Can hieu chuan lai cam bien trang thai dau sac","1/3/2025 10:27:39 PM","1/5/2025 4:27:39 PM","10","False"
"87","ERR-00087","99","88","Medium","Dong dien dao dong bat thuong trong gio cao diem","1/14/2025 10:27:39 PM","1/16/2025 5:27:39 PM","11","False"
"88","ERR-00088","100","89","Low","Can hieu chuan lai cam bien trang thai dau sac","1/25/2025 10:27:39 PM","1/27/2025 6:27:39 PM","12","False"
"89","ERR-00089","100","90","Low","Can hieu chuan lai cam bien trang thai dau sac","2/5/2025 10:27:39 PM","2/7/2025 7:27:39 PM","13","False"
"90","ERR-00090","100","91","Medium","Dong dien dao dong bat thuong trong gio cao diem","2/16/2025 10:27:39 PM","","","True"
"91","ERR-00091","96","92","High","Mat ket noi voi bo dieu khien cong sac","2/27/2025 10:27:39 PM","3/1/2025 9:27:39 PM","15","False"
"92","ERR-00092","96","93","Low","Can hieu chuan lai cam bien trang thai dau sac","3/10/2025 10:27:39 PM","3/12/2025 10:27:39 PM","16","False"
"93","ERR-00093","96","94","Medium","Dong dien dao dong bat thuong trong gio cao diem","3/21/2025 10:27:39 PM","3/23/2025 11:27:39 PM","17","False"
"94","ERR-00094","94","95","Low","Can hieu chuan lai cam bien trang thai dau sac","4/1/2025 10:27:39 PM","4/4/2025 12:27:39 AM","18","False"
"95","ERR-00095","94","96","Low","Can hieu chuan lai cam bien trang thai dau sac","4/12/2025 10:27:39 PM","4/15/2025 1:27:39 AM","19","False"
"96","ERR-00096","94","97","Medium","Dong dien dao dong bat thuong trong gio cao diem","4/23/2025 10:27:39 PM","4/24/2025 2:27:39 AM","20","False"
"97","ERR-00097","92","98","Low","Can hieu chuan lai cam bien trang thai dau sac","5/4/2025 10:27:39 PM","5/5/2025 3:27:39 AM","21","False"
"98","ERR-00098","92","99","High","Mat ket noi voi bo dieu khien cong sac","5/15/2025 10:27:39 PM","5/16/2025 4:27:39 AM","22","False"
"99","ERR-00099","92","100","Medium","Dong dien dao dong bat thuong trong gio cao diem","5/26/2025 10:27:39 PM","","","True"
"100","ERR-00100","69","101","Low","Can hieu chuan lai cam bien trang thai dau sac","6/6/2025 10:27:39 PM","6/7/2025 6:27:39 AM","24","False"
"101","ERR-00101","69","102","Low","Can hieu chuan lai cam bien trang thai dau sac","6/17/2025 10:27:39 PM","6/18/2025 7:27:39 AM","25","False"
"102","ERR-00102","69","103","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","6/28/2025 10:27:39 PM","6/29/2025 8:27:39 AM","26","False"
"103","ERR-00103","90","104","Low","Can hieu chuan lai cam bien trang thai dau sac","7/9/2025 10:27:39 PM","7/10/2025 9:27:39 AM","27","False"
"104","ERR-00104","90","105","Low","Can hieu chuan lai cam bien trang thai dau sac","7/20/2025 10:27:39 PM","7/21/2025 10:27:39 AM","28","False"
"105","ERR-00105","90","106","High","Mat ket noi voi bo dieu khien cong sac","7/31/2025 10:27:39 PM","8/1/2025 11:27:39 AM","29","False"
"106","ERR-00106","88","107","Low","Can hieu chuan lai cam bien trang thai dau sac","8/11/2025 10:27:39 PM","8/12/2025 12:27:39 PM","30","False"
"107","ERR-00107","88","108","Low","Can hieu chuan lai cam bien trang thai dau sac","8/22/2025 10:27:39 PM","8/23/2025 1:27:39 PM","31","False"
"108","ERR-00108","88","109","Medium","Dong dien dao dong bat thuong trong gio cao diem","9/2/2025 10:27:39 PM","","","True"
"109","ERR-00109","86","110","Low","Can hieu chuan lai cam bien trang thai dau sac","9/13/2025 10:27:39 PM","9/14/2025 3:27:39 PM","33","False"
"110","ERR-00110","86","111","Low","Can hieu chuan lai cam bien trang thai dau sac","9/24/2025 10:27:39 PM","9/25/2025 4:27:39 PM","34","False"
"111","ERR-00111","86","112","Medium","Dong dien dao dong bat thuong trong gio cao diem","10/5/2025 10:27:39 PM","10/6/2025 5:27:39 PM","35","False"
"112","ERR-00112","84","113","High","Mat ket noi voi bo dieu khien cong sac","10/16/2025 10:27:39 PM","10/17/2025 6:27:39 PM","36","False"
"113","ERR-00113","84","114","Low","Can hieu chuan lai cam bien trang thai dau sac","10/27/2025 10:27:39 PM","10/28/2025 7:27:39 PM","9","False"
"114","ERR-00114","84","115","Medium","Dong dien dao dong bat thuong trong gio cao diem","11/7/2025 10:27:39 PM","11/8/2025 8:27:39 PM","10","False"
"115","ERR-00115","82","116","Low","Can hieu chuan lai cam bien trang thai dau sac","11/18/2025 10:27:39 PM","11/19/2025 9:27:39 PM","11","False"
"116","ERR-00116","82","117","Low","Can hieu chuan lai cam bien trang thai dau sac","11/29/2025 10:27:39 PM","11/30/2025 10:27:39 PM","12","False"
"117","ERR-00117","82","118","Medium","Dong dien dao dong bat thuong trong gio cao diem","12/10/2025 10:27:39 PM","","","True"
"118","ERR-00118","79","119","Low","Can hieu chuan lai cam bien trang thai dau sac","12/21/2025 10:27:39 PM","12/23/2025 12:27:39 AM","14","False"
"119","ERR-00119","79","120","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","1/1/2026 10:27:39 PM","1/3/2026 1:27:39 AM","15","False"
"120","ERR-00120","79","121","Medium","Dong dien dao dong bat thuong trong gio cao diem","1/12/2026 10:27:39 PM","1/14/2026 2:27:39 AM","16","False"
"121","ERR-00121","77","122","Low","Can hieu chuan lai cam bien trang thai dau sac","1/23/2026 10:27:39 PM","1/25/2026 3:27:39 AM","17","False"
"122","ERR-00122","77","123","Low","Can hieu chuan lai cam bien trang thai dau sac","2/3/2026 10:27:39 PM","2/5/2026 4:27:39 AM","18","False"
"123","ERR-00123","77","124","Medium","Dong dien dao dong bat thuong trong gio cao diem","2/14/2026 10:27:39 PM","2/16/2026 5:27:39 AM","19","False"
"124","ERR-00124","71","125","Low","Can hieu chuan lai cam bien trang thai dau sac","2/25/2026 10:27:39 PM","2/27/2026 6:27:39 AM","20","False"
"125","ERR-00125","71","126","Low","Can hieu chuan lai cam bien trang thai dau sac","3/8/2026 10:27:39 PM","3/10/2026 7:27:39 AM","21","False"
"126","ERR-00126","71","127","High","Mat ket noi voi bo dieu khien cong sac","3/19/2026 10:27:39 PM","","","True"
"127","ERR-00127","72","128","Low","Can hieu chuan lai cam bien trang thai dau sac","3/30/2026 10:27:39 PM","4/1/2026 9:27:39 AM","23","False"
"128","ERR-00128","72","129","Low","Can hieu chuan lai cam bien trang thai dau sac","4/10/2026 10:27:39 PM","4/12/2026 10:27:39 AM","24","False"
"129","ERR-00129","72","130","Medium","Dong dien dao dong bat thuong trong gio cao diem","4/21/2026 10:27:39 PM","4/23/2026 11:27:39 AM","25","False"
"130","ERR-00130","66","131","Low","Can hieu chuan lai cam bien trang thai dau sac","5/2/2026 10:27:39 PM","5/4/2026 12:27:39 PM","26","False"
"131","ERR-00131","66","132","Low","Can hieu chuan lai cam bien trang thai dau sac","5/13/2026 10:27:39 PM","5/15/2026 1:27:39 PM","27","False"
"132","ERR-00132","66","133","Medium","Dong dien dao dong bat thuong trong gio cao diem","5/24/2026 10:27:39 PM","5/26/2026 2:27:39 PM","28","False"
"133","ERR-00133","63","134","High","Mat ket noi voi bo dieu khien cong sac","6/4/2024 10:27:39 PM","6/6/2024 3:27:39 PM","29","False"
"134","ERR-00134","63","135","Low","Can hieu chuan lai cam bien trang thai dau sac","6/15/2024 10:27:39 PM","6/17/2024 4:27:39 PM","30","False"
"135","ERR-00135","63","136","Medium","Dong dien dao dong bat thuong trong gio cao diem","6/26/2024 10:27:39 PM","","","True"
"136","ERR-00136","64","137","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","7/7/2024 10:27:39 PM","7/9/2024 6:27:39 PM","32","False"
"137","ERR-00137","64","138","Low","Can hieu chuan lai cam bien trang thai dau sac","7/18/2024 10:27:39 PM","7/20/2024 7:27:39 PM","33","False"
"138","ERR-00138","64","139","Medium","Dong dien dao dong bat thuong trong gio cao diem","7/29/2024 10:27:39 PM","7/31/2024 8:27:39 PM","34","False"
"139","ERR-00139","61","140","Low","Can hieu chuan lai cam bien trang thai dau sac","8/9/2024 10:27:39 PM","8/11/2024 9:27:39 PM","35","False"
"140","ERR-00140","61","141","High","Mat ket noi voi bo dieu khien cong sac","8/20/2024 10:27:39 PM","8/22/2024 10:27:39 PM","36","False"
"141","ERR-00141","61","142","Medium","Dong dien dao dong bat thuong trong gio cao diem","8/31/2024 10:27:39 PM","9/2/2024 11:27:39 PM","9","False"
"142","ERR-00142","58","143","Low","Can hieu chuan lai cam bien trang thai dau sac","9/11/2024 10:27:39 PM","9/14/2024 12:27:39 AM","10","False"
"143","ERR-00143","58","144","Low","Can hieu chuan lai cam bien trang thai dau sac","9/22/2024 10:27:39 PM","9/25/2024 1:27:39 AM","11","False"
"144","ERR-00144","58","145","Medium","Dong dien dao dong bat thuong trong gio cao diem","10/3/2024 10:27:39 PM","","","True"
"145","ERR-00145","56","146","Low","Can hieu chuan lai cam bien trang thai dau sac","10/14/2024 10:27:39 PM","10/15/2024 3:27:39 AM","13","False"
"146","ERR-00146","56","147","Low","Can hieu chuan lai cam bien trang thai dau sac","10/25/2024 10:27:39 PM","10/26/2024 4:27:39 AM","14","False"
"147","ERR-00147","56","148","High","Mat ket noi voi bo dieu khien cong sac","11/5/2024 10:27:39 PM","11/6/2024 5:27:39 AM","15","False"
"148","ERR-00148","49","149","Low","Can hieu chuan lai cam bien trang thai dau sac","11/16/2024 10:27:39 PM","11/17/2024 6:27:39 AM","16","False"
"149","ERR-00149","49","150","Low","Can hieu chuan lai cam bien trang thai dau sac","11/27/2024 10:27:39 PM","11/28/2024 7:27:39 AM","17","False"
"150","ERR-00150","49","151","Medium","Dong dien dao dong bat thuong trong gio cao diem","12/8/2024 10:27:39 PM","12/9/2024 8:27:39 AM","18","False"
"151","ERR-00151","54","152","Low","Can hieu chuan lai cam bien trang thai dau sac","12/19/2024 10:27:39 PM","12/20/2024 9:27:39 AM","19","False"
"152","ERR-00152","54","153","Low","Can hieu chuan lai cam bien trang thai dau sac","12/30/2024 10:27:39 PM","12/31/2024 10:27:39 AM","20","False"
"153","ERR-00153","54","154","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","1/10/2025 10:27:39 PM","","","True"
"154","ERR-00154","51","155","High","Mat ket noi voi bo dieu khien cong sac","1/21/2025 10:27:39 PM","1/22/2025 12:27:39 PM","22","False"
"155","ERR-00155","51","156","Low","Can hieu chuan lai cam bien trang thai dau sac","2/1/2025 10:27:39 PM","2/2/2025 1:27:39 PM","23","False"
"156","ERR-00156","51","157","Medium","Dong dien dao dong bat thuong trong gio cao diem","2/12/2025 10:27:39 PM","2/13/2025 2:27:39 PM","24","False"
"157","ERR-00157","47","158","Low","Can hieu chuan lai cam bien trang thai dau sac","2/23/2025 10:27:39 PM","2/24/2025 3:27:39 PM","25","False"
"158","ERR-00158","47","159","Low","Can hieu chuan lai cam bien trang thai dau sac","3/6/2025 10:27:39 PM","3/7/2025 4:27:39 PM","26","False"
"159","ERR-00159","47","160","Medium","Dong dien dao dong bat thuong trong gio cao diem","3/17/2025 10:27:39 PM","3/18/2025 5:27:39 PM","27","False"
"160","ERR-00160","45","161","Low","Can hieu chuan lai cam bien trang thai dau sac","3/28/2025 10:27:39 PM","3/29/2025 6:27:39 PM","28","False"
"161","ERR-00161","45","162","High","Mat ket noi voi bo dieu khien cong sac","4/8/2025 10:27:39 PM","4/9/2025 7:27:39 PM","29","False"
"162","ERR-00162","45","163","Medium","Dong dien dao dong bat thuong trong gio cao diem","4/19/2025 10:27:39 PM","","","True"
"163","ERR-00163","43","164","Low","Can hieu chuan lai cam bien trang thai dau sac","4/30/2025 10:27:39 PM","5/1/2025 9:27:39 PM","31","False"
"164","ERR-00164","43","165","Low","Can hieu chuan lai cam bien trang thai dau sac","5/11/2025 10:27:39 PM","5/12/2025 10:27:39 PM","32","False"
"165","ERR-00165","43","166","Medium","Dong dien dao dong bat thuong trong gio cao diem","5/22/2025 10:27:39 PM","5/23/2025 11:27:39 PM","33","False"
"166","ERR-00166","40","167","Low","Can hieu chuan lai cam bien trang thai dau sac","6/2/2025 10:27:39 PM","6/4/2025 12:27:39 AM","34","False"
"167","ERR-00167","40","168","Low","Can hieu chuan lai cam bien trang thai dau sac","6/13/2025 10:27:39 PM","6/15/2025 1:27:39 AM","35","False"
"168","ERR-00168","40","169","High","Mat ket noi voi bo dieu khien cong sac","6/24/2025 10:27:39 PM","6/26/2025 2:27:39 AM","36","False"
"169","ERR-00169","41","170","Low","Can hieu chuan lai cam bien trang thai dau sac","7/5/2025 10:27:39 PM","7/7/2025 3:27:39 AM","9","False"
"170","ERR-00170","41","171","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","7/16/2025 10:27:39 PM","7/18/2025 4:27:39 AM","10","False"
"171","ERR-00171","41","172","Medium","Dong dien dao dong bat thuong trong gio cao diem","7/27/2025 10:27:39 PM","","","True"
"172","ERR-00172","36","173","Low","Can hieu chuan lai cam bien trang thai dau sac","8/7/2025 10:27:39 PM","8/9/2025 6:27:39 AM","12","False"
"173","ERR-00173","36","174","Low","Can hieu chuan lai cam bien trang thai dau sac","8/18/2025 10:27:39 PM","8/20/2025 7:27:39 AM","13","False"
"174","ERR-00174","36","175","Medium","Dong dien dao dong bat thuong trong gio cao diem","8/29/2025 10:27:39 PM","8/31/2025 8:27:39 AM","14","False"
"175","ERR-00175","33","176","High","Mat ket noi voi bo dieu khien cong sac","9/9/2025 10:27:39 PM","9/11/2025 9:27:39 AM","15","False"
"176","ERR-00176","33","177","Low","Can hieu chuan lai cam bien trang thai dau sac","9/20/2025 10:27:39 PM","9/22/2025 10:27:39 AM","16","False"
"177","ERR-00177","33","178","Medium","Dong dien dao dong bat thuong trong gio cao diem","10/1/2025 10:27:39 PM","10/3/2025 11:27:39 AM","17","False"
"178","ERR-00178","31","179","Low","Can hieu chuan lai cam bien trang thai dau sac","10/12/2025 10:27:39 PM","10/14/2025 12:27:39 PM","18","False"
"179","ERR-00179","31","180","Low","Can hieu chuan lai cam bien trang thai dau sac","10/23/2025 10:27:39 PM","10/25/2025 1:27:39 PM","19","False"
"180","ERR-00180","31","181","Medium","Dong dien dao dong bat thuong trong gio cao diem","11/3/2025 10:27:39 PM","","","True"
"181","ERR-00181","9","182","Low","Can hieu chuan lai cam bien trang thai dau sac","11/14/2025 10:27:39 PM","11/16/2025 3:27:39 PM","21","False"
"182","ERR-00182","9","183","High","Mat ket noi voi bo dieu khien cong sac","11/25/2025 10:27:39 PM","11/27/2025 4:27:39 PM","22","False"
"183","ERR-00183","9","184","Medium","Dong dien dao dong bat thuong trong gio cao diem","12/6/2025 10:27:39 PM","12/8/2025 5:27:39 PM","23","False"
