"BookingID","BookingCode","UserID","VehicleID","StationID","PointID","BookedFrom","BookedTo","BookingStatus","CreatedAt","UpdatedAt"
"94","BKG-00002269","320","269","88","108","6/17/2024 4:55:00 PM","6/17/2024 6:22:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:02:00 PM"
"95","BKG-00002274","325","274","86","110","6/17/2024 4:55:00 PM","6/17/2024 7:03:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:43:00 PM"
"96","BKG-00002287","338","287","84","115","6/17/2024 4:55:00 PM","6/17/2024 6:26:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:06:00 PM"
"97","BKG-00002299","350","299","79","120","6/17/2024 4:55:00 PM","6/17/2024 7:16:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:56:00 PM"
"98","BKG-00002304","355","304","77","122","6/17/2024 4:55:00 PM","6/17/2024 6:46:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:26:00 PM"
"99","BKG-00002307","358","307","77","123","6/17/2024 4:55:00 PM","6/17/2024 7:02:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:42:00 PM"
"100","BKG-00002309","360","309","77","124","6/17/2024 4:55:00 PM","6/17/2024 6:23:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:03:00 PM"
"101","BKG-00002312","363","312","71","125","6/17/2024 4:55:00 PM","6/17/2024 6:32:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:12:00 PM"
"102","BKG-00002314","365","314","71","126","6/17/2024 4:55:00 PM","6/17/2024 7:04:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:44:00 PM"
"103","BKG-00002319","370","319","72","128","6/17/2024 4:55:00 PM","6/17/2024 6:41:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:21:00 PM"
"104","BKG-00002339","390","339","63","136","6/17/2024 4:55:00 PM","6/17/2024 7:17:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:57:00 PM"
"105","BKG-00002342","393","342","64","137","6/17/2024 4:55:00 PM","6/17/2024 6:15:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 5:55:00 PM"
"106","BKG-00002347","398","347","64","139","6/17/2024 4:55:00 PM","6/17/2024 7:03:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:43:00 PM"
"107","BKG-00002364","415","364","56","146","6/17/2024 4:55:00 PM","6/17/2024 8:15:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 7:55:00 PM"
"108","BKG-00002367","418","367","56","147","6/17/2024 4:55:00 PM","6/17/2024 6:40:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:20:00 PM"
"109","BKG-00002374","425","374","49","150","6/17/2024 4:55:00 PM","6/17/2024 7:13:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:53:00 PM"
"110","BKG-00002377","428","377","49","151","6/17/2024 4:55:00 PM","6/17/2024 7:29:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 7:09:00 PM"
"111","BKG-00002389","440","389","51","156","6/17/2024 4:55:00 PM","6/17/2024 6:59:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:39:00 PM"
"112","BKG-00002402","453","402","45","161","6/17/2024 4:55:00 PM","6/17/2024 7:17:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:57:00 PM"
"113","BKG-00002404","455","404","45","162","6/17/2024 4:55:00 PM","6/17/2024 7:49:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 7:29:00 PM"
"114","BKG-00002422","473","422","40","169","6/17/2024 4:55:00 PM","6/17/2024 7:04:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:44:00 PM"
"115","BKG-00002427","478","427","41","171","6/17/2024 4:55:00 PM","6/17/2024 7:52:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 7:32:00 PM"
"116","BKG-00002429","480","429","41","172","6/17/2024 4:55:00 PM","6/17/2024 6:33:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:13:00 PM"
"117","BKG-00002439","490","439","33","176","6/17/2024 4:55:00 PM","6/17/2024 7:22:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 7:02:00 PM"
"118","BKG-00002442","493","442","33","177","6/17/2024 4:55:00 PM","6/17/2024 6:51:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 6:31:00 PM"
"119","BKG-00002447","498","447","31","179","6/17/2024 4:55:00 PM","6/17/2024 7:39:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 7:19:00 PM"
"120","BKG-00002454","505","454","9","182","6/17/2024 4:55:00 PM","6/17/2024 8:12:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 7:52:00 PM"
"121","BKG-00002469","520","469","27","188","6/17/2024 4:55:00 PM","6/17/2024 7:58:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 7:38:00 PM"
"122","BKG-00002497","548","497","19","199","6/17/2024 4:55:00 PM","6/17/2024 8:02:00 PM","Completed","6/17/2024 3:15:00 PM","6/17/2024 7:42:00 PM"
"123","BKG-00002001","52","1","1","1","6/17/2024 9:55:00 PM","6/17/2024 11:35:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:15:00 PM"
"124","BKG-00002006","57","6","1","2","6/17/2024 9:55:00 PM","6/17/2024 11:09:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 10:49:00 PM"
"125","BKG-00002011","62","11","3","3","6/17/2024 9:55:00 PM","6/17/2024 11:11:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 10:51:00 PM"
"126","BKG-00002016","67","16","3","4","6/17/2024 9:55:00 PM","6/17/2024 11:31:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:11:00 PM"
"127","BKG-00002051","102","51","12","11","6/17/2024 9:55:00 PM","6/17/2024 11:07:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 10:47:00 PM"
"128","BKG-00002086","137","86","18","18","6/17/2024 9:55:00 PM","6/17/2024 11:01:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 10:41:00 PM"
"129","BKG-00002091","142","91","21","19","6/17/2024 9:55:00 PM","6/17/2024 11:03:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 10:43:00 PM"
"130","BKG-00002131","182","131","30","27","6/17/2024 9:55:00 PM","6/17/2024 11:15:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 10:55:00 PM"
"131","BKG-00002146","197","146","32","30","6/17/2024 9:55:00 PM","6/18/2024 12:14:00 AM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:54:00 PM"
"132","BKG-00002151","202","151","34","31","6/17/2024 9:55:00 PM","6/17/2024 11:51:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:31:00 PM"
"133","BKG-00002181","232","181","39","37","6/17/2024 9:55:00 PM","6/17/2024 11:34:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:14:00 PM"
"134","BKG-00002186","237","186","39","38","6/17/2024 9:55:00 PM","6/18/2024 12:15:00 AM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:55:00 PM"
"135","BKG-00002191","242","191","42","39","6/17/2024 9:55:00 PM","6/17/2024 11:52:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:32:00 PM"
"136","BKG-00002241","292","241","55","49","6/17/2024 9:55:00 PM","6/18/2024 12:11:00 AM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:51:00 PM"
"137","BKG-00002246","297","246","55","50","6/17/2024 9:55:00 PM","6/17/2024 11:41:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:21:00 PM"
"138","BKG-00002256","307","256","57","52","6/17/2024 9:55:00 PM","6/17/2024 11:59:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:39:00 PM"
"139","BKG-00002261","312","261","60","53","6/17/2024 9:55:00 PM","6/17/2024 11:36:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:16:00 PM"
"140","BKG-00002271","322","271","62","55","6/17/2024 9:55:00 PM","6/17/2024 11:54:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:34:00 PM"
"141","BKG-00002311","362","311","73","63","6/17/2024 9:55:00 PM","6/17/2024 11:55:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:35:00 PM"
"142","BKG-00002316","367","316","73","64","6/17/2024 9:55:00 PM","6/17/2024 11:25:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:05:00 PM"
"143","BKG-00002321","372","321","75","65","6/17/2024 9:55:00 PM","6/18/2024 12:13:00 AM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:53:00 PM"
"144","BKG-00002326","377","326","75","66","6/17/2024 9:55:00 PM","6/17/2024 11:43:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:23:00 PM"
"145","BKG-00002331","382","331","76","67","6/17/2024 9:55:00 PM","6/17/2024 11:20:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:00:00 PM"
"146","BKG-00002356","407","356","81","72","6/17/2024 9:55:00 PM","6/18/2024 12:58:00 AM","Completed","6/17/2024 8:15:00 PM","6/18/2024 12:38:00 AM"
"147","BKG-00002361","412","361","83","73","6/17/2024 9:55:00 PM","6/17/2024 11:55:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:35:00 PM"
"148","BKG-00002366","417","366","83","74","6/17/2024 9:55:00 PM","6/17/2024 11:56:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:36:00 PM"
"149","BKG-00002381","432","381","87","77","6/17/2024 9:55:00 PM","6/17/2024 11:42:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:22:00 PM"
"150","BKG-00002391","442","391","91","79","6/17/2024 9:55:00 PM","6/18/2024 12:31:00 AM","Completed","6/17/2024 8:15:00 PM","6/18/2024 12:11:00 AM"
"151","BKG-00002396","447","396","91","80","6/17/2024 9:55:00 PM","6/18/2024 12:32:00 AM","Completed","6/17/2024 8:15:00 PM","6/18/2024 12:12:00 AM"
"152","BKG-00002421","472","421","97","85","6/17/2024 9:55:00 PM","6/18/2024 1:07:00 AM","Completed","6/17/2024 8:15:00 PM","6/18/2024 12:47:00 AM"
"153","BKG-00002426","477","426","97","86","6/17/2024 9:55:00 PM","6/18/2024 1:08:00 AM","Completed","6/17/2024 8:15:00 PM","6/18/2024 12:48:00 AM"
"154","BKG-00002436","487","436","99","88","6/17/2024 9:55:00 PM","6/18/2024 12:06:00 AM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:46:00 PM"
"155","BKG-00002446","497","446","100","90","6/17/2024 9:55:00 PM","6/18/2024 12:55:00 AM","Completed","6/17/2024 8:15:00 PM","6/18/2024 12:35:00 AM"
"156","BKG-00002476","527","476","94","96","6/17/2024 9:55:00 PM","6/17/2024 11:40:00 PM","Completed","6/17/2024 8:15:00 PM","6/17/2024 11:20:00 PM"
"157","BKG-00002491","542","491","92","99","6/17/2024 9:55:00 PM","6/18/2024 1:17:00 AM","Completed","6/17/2024 8:15:00 PM","6/18/2024 12:57:00 AM"
