"AuditID","SchemaName","TableName","RecordID","ActionType","OldValues","NewValues","ChangedBy","ChangedAt"
"52","Franchise","RevenueShareSettlement","26","SETTLEMENT","","57528044.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"53","Franchise","RevenueShareSettlement","27","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"54","Franchise","RevenueShareSettlement","27","SETTLEMENT","","74053138.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"55","Franchise","RevenueShareSettlement","28","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"56","Franchise","RevenueShareSettlement","28","SETTLEMENT","","77764672.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"57","Franchise","RevenueShareSettlement","29","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"58","Franchise","RevenueShareSettlement","29","SETTLEMENT","","76226944.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"59","Franchise","RevenueShareSettlement","30","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"60","Franchise","RevenueShareSettlement","30","SETTLEMENT","","102348180.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"61","Franchise","RevenueShareSettlement","31","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"62","Franchise","RevenueShareSettlement","31","SETTLEMENT","","66710203.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"63","Franchise","RevenueShareSettlement","32","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"64","Franchise","RevenueShareSettlement","32","SETTLEMENT","","214436817.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"65","Franchise","RevenueShareSettlement","33","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"66","Franchise","RevenueShareSettlement","33","SETTLEMENT","","222641510.4500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"67","Franchise","RevenueShareSettlement","34","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"68","Franchise","RevenueShareSettlement","34","SETTLEMENT","","49116565.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"69","Franchise","RevenueShareSettlement","35","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"70","Franchise","RevenueShareSettlement","35","SETTLEMENT","","47339206.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"71","Franchise","RevenueShareSettlement","36","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"72","Franchise","RevenueShareSettlement","36","SETTLEMENT","","43236129.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"73","Franchise","RevenueShareSettlement","37","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"74","Franchise","RevenueShareSettlement","37","SETTLEMENT","","54019563.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"75","Franchise","RevenueShareSettlement","38","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"76","Franchise","RevenueShareSettlement","38","SETTLEMENT","","87721028.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"77","Franchise","RevenueShareSettlement","39","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"78","Franchise","RevenueShareSettlement","39","SETTLEMENT","","58862595.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"79","Franchise","RevenueShareSettlement","40","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"80","Franchise","RevenueShareSettlement","40","SETTLEMENT","","92133030.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"81","Franchise","RevenueShareSettlement","41","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"82","Franchise","RevenueShareSettlement","41","SETTLEMENT","","57824451.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"83","Franchise","RevenueShareSettlement","42","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"84","Franchise","RevenueShareSettlement","42","SETTLEMENT","","74382238.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"85","Franchise","RevenueShareSettlement","43","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"86","Franchise","RevenueShareSettlement","43","SETTLEMENT","","77619482.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"87","Franchise","RevenueShareSettlement","44","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"88","Franchise","RevenueShareSettlement","44","SETTLEMENT","","76062503.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"89","Franchise","RevenueShareSettlement","45","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"90","Franchise","RevenueShareSettlement","45","SETTLEMENT","","102482160.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"91","Franchise","RevenueShareSettlement","46","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"92","Franchise","RevenueShareSettlement","46","SETTLEMENT","","66145635.5500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"93","Franchise","RevenueShareSettlement","47","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"94","Franchise","RevenueShareSettlement","47","SETTLEMENT","","214651526.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"95","Franchise","RevenueShareSettlement","48","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"96","Franchise","RevenueShareSettlement","48","SETTLEMENT","","223376980.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"97","Franchise","RevenueShareSettlement","49","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"98","Franchise","RevenueShareSettlement","49","SETTLEMENT","","49086186.5500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"99","Franchise","RevenueShareSettlement","50","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"100","Franchise","RevenueShareSettlement","50","SETTLEMENT","","47778653.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"101","Franchise","RevenueShareSettlement","51","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"102","Franchise","RevenueShareSettlement","51","SETTLEMENT","","42929696.0500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"103","Franchise","RevenueShareSettlement","52","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"104","Franchise","RevenueShareSettlement","52","SETTLEMENT","","53422258.5500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"105","Franchise","RevenueShareSettlement","53","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"106","Franchise","RevenueShareSettlement","53","SETTLEMENT","","87667383.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"107","Franchise","RevenueShareSettlement","54","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"108","Franchise","RevenueShareSettlement","54","SETTLEMENT","","58522749.6000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"109","Franchise","RevenueShareSettlement","55","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"110","Franchise","RevenueShareSettlement","55","SETTLEMENT","","91612582.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"111","Franchise","RevenueShareSettlement","56","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"112","Franchise","RevenueShareSettlement","56","SETTLEMENT","","57488841.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"113","Franchise","RevenueShareSettlement","57","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"114","Franchise","RevenueShareSettlement","57","SETTLEMENT","","74046432.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"115","Franchise","RevenueShareSettlement","58","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"116","Franchise","RevenueShareSettlement","58","SETTLEMENT","","77469332.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"117","Franchise","RevenueShareSettlement","59","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"118","Franchise","RevenueShareSettlement","59","SETTLEMENT","","76463700.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"119","Franchise","RevenueShareSettlement","60","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"120","Franchise","RevenueShareSettlement","60","SETTLEMENT","","103041552.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"121","Franchise","RevenueShareSettlement","61","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"122","Franchise","RevenueShareSettlement","61","SETTLEMENT","","66972295.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"123","Franchise","RevenueShareSettlement","62","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"124","Franchise","RevenueShareSettlement","62","SETTLEMENT","","214802661.6500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"125","Franchise","RevenueShareSettlement","63","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"126","Franchise","RevenueShareSettlement","63","SETTLEMENT","","222639359.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"127","Franchise","RevenueShareSettlement","64","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"128","Franchise","RevenueShareSettlement","64","SETTLEMENT","","49295189.2000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"129","Franchise","RevenueShareSettlement","65","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"130","Franchise","RevenueShareSettlement","65","SETTLEMENT","","47470822.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"131","Franchise","RevenueShareSettlement","66","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"132","Franchise","RevenueShareSettlement","66","SETTLEMENT","","42962604.0500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"133","Franchise","RevenueShareSettlement","67","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"134","Franchise","RevenueShareSettlement","67","SETTLEMENT","","53958862.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"135","Franchise","RevenueShareSettlement","68","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"136","Franchise","RevenueShareSettlement","68","SETTLEMENT","","86772276.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"137","Franchise","RevenueShareSettlement","69","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"138","Franchise","RevenueShareSettlement","69","SETTLEMENT","","57907789.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"139","Franchise","RevenueShareSettlement","70","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"140","Franchise","RevenueShareSettlement","70","SETTLEMENT","","91743039.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"141","Franchise","RevenueShareSettlement","71","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"142","Franchise","RevenueShareSettlement","71","SETTLEMENT","","57429581.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"143","Franchise","RevenueShareSettlement","72","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"144","Franchise","RevenueShareSettlement","72","SETTLEMENT","","74532304.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"145","Franchise","RevenueShareSettlement","73","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"146","Franchise","RevenueShareSettlement","73","SETTLEMENT","","77622219.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"147","Franchise","RevenueShareSettlement","74","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"148","Franchise","RevenueShareSettlement","74","SETTLEMENT","","76572192.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"149","Franchise","RevenueShareSettlement","75","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"150","Franchise","RevenueShareSettlement","75","SETTLEMENT","","103259155.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"151","Franchise","RevenueShareSettlement","76","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"152","Franchise","RevenueShareSettlement","76","SETTLEMENT","","66872389.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"153","Franchise","RevenueShareSettlement","77","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"154","Franchise","RevenueShareSettlement","77","SETTLEMENT","","214818477.0500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"155","Franchise","RevenueShareSettlement","78","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"156","Franchise","RevenueShareSettlement","78","SETTLEMENT","","222365883.9000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"157","Franchise","RevenueShareSettlement","79","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"158","Franchise","RevenueShareSettlement","79","SETTLEMENT","","48912440.0500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"159","Franchise","RevenueShareSettlement","80","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"160","Franchise","RevenueShareSettlement","80","SETTLEMENT","","47828225.8500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"161","Franchise","RevenueShareSettlement","81","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"162","Franchise","RevenueShareSettlement","81","SETTLEMENT","","43003023.4500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"163","Franchise","RevenueShareSettlement","82","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"164","Franchise","RevenueShareSettlement","82","SETTLEMENT","","54314645.0500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"165","Franchise","RevenueShareSettlement","83","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"166","Franchise","RevenueShareSettlement","83","SETTLEMENT","","86988794.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"167","Franchise","RevenueShareSettlement","84","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"168","Franchise","RevenueShareSettlement","84","SETTLEMENT","","58694118.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"169","Franchise","RevenueShareSettlement","85","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"170","Franchise","RevenueShareSettlement","85","SETTLEMENT","","91833142.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"171","Franchise","RevenueShareSettlement","86","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"172","Franchise","RevenueShareSettlement","86","SETTLEMENT","","57053082.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"173","Franchise","RevenueShareSettlement","87","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"174","Franchise","RevenueShareSettlement","87","SETTLEMENT","","74331276.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"175","Franchise","RevenueShareSettlement","88","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"176","Franchise","RevenueShareSettlement","88","SETTLEMENT","","77797215.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:56 PM"
"177","Franchise","RevenueShareSettlement","89","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"178","Franchise","RevenueShareSettlement","89","SETTLEMENT","","76354804.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"179","Franchise","RevenueShareSettlement","90","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"180","Franchise","RevenueShareSettlement","90","SETTLEMENT","","102855600.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"181","Franchise","RevenueShareSettlement","91","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"182","Franchise","RevenueShareSettlement","91","SETTLEMENT","","66747493.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"183","Franchise","RevenueShareSettlement","92","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"184","Franchise","RevenueShareSettlement","92","SETTLEMENT","","214696597.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
